companion_problem_id	semantic_unit_id	representative_problem_id	thematic_section	related_chapters	atlas_editorial_status	source_problem_ids	statement_source_file	statement_line_range	statement_status	solution_status	primary_solution_id	primary_solution_source_file	primary_solution_line_range	distinct_solution_variants	alternate_solution_ids	figure_requirement	figure_status	migration_status	notes
CP-IV-0104	SEM-B8A4CB4DD583	IMP-DL-CB3C80FF97-P016	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P016;IMP-M2-7B5A4788C1-P016	Downloads/theory-of-complex-analysis-topology.tex	L710-L713	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S011	Downloads/theory-of-complex-analysis-topology.tex	L714-L735	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0105	SEM-B9B09B8FFCE8	IMP-DL-0A181AC273-P022	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P022;IMP-M2-80AFB5AE64-P022	Downloads/theory-of-complex-analysis.tex	L969-L975	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0106	SEM-BA0E2E034426	IMP-DL-F77C60E8D1-P002	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-F77C60E8D1-P002;IMP-M2-09C070ED26-P002	Downloads/theory-of-complex-analysis-next2.tex	L418-L595	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0106_plemelj_indentation.tex
CP-IV-0107	SEM-BD56F96AEB75	IMP-DL-0A181AC273-P019	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P019;IMP-M2-80AFB5AE64-P019	Downloads/theory-of-complex-analysis.tex	L764-L797	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0108	SEM-BDBF259BB697	IMP-DL-0A181AC273-P001	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P001;IMP-M2-80AFB5AE64-P001	Downloads/theory-of-complex-analysis.tex	L121-L128	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0109	SEM-BF5D712C01C2	IMP-DL-CB3C80FF97-P008	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P008;IMP-M2-7B5A4788C1-P008	Downloads/theory-of-complex-analysis-topology.tex	L603-L605	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S009	Downloads/theory-of-complex-analysis-topology.tex	L606-L630	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0110	SEM-C14F30C50AF8	IMP-DL-A509E7ADEA-R000101-C14F30C5	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-A509E7ADEA-R000101-C14F30C5;IMP-M2-F95E4E8DC6-R000101-C14F30C5	Downloads/theory-of-disitrbutions.tex	L101-L470	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0111	SEM-C299EF573BB1	IMP-DL-AD9EFCAF62-P019	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-AD9EFCAF62-P019;IMP-M2-79778E004E-P019	Downloads/theory-of-complex-analysis-2.tex	L922-L938	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-AD9EFCAF62-S011	Downloads/theory-of-complex-analysis-2.tex	L939-L947	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0112	SEM-C4C5556BF6E2	IMP-DL-0A181AC273-P037	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P037;IMP-DL-AD9EFCAF62-P013;IMP-M2-79778E004E-P013;IMP-M2-80AFB5AE64-P037	Downloads/theory-of-complex-analysis.tex	L1777-L1784	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S019	Downloads/theory-of-complex-analysis.tex	L1785-L1797	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0113	SEM-C91992CB8EEB	IMP-DL-CB3C80FF97-P003	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P003;IMP-M2-7B5A4788C1-P003	Downloads/theory-of-complex-analysis-topology.tex	L139-L154	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S003	Downloads/theory-of-complex-analysis-topology.tex	L155-L161	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0114	SEM-CB24CD5613FD	IMP-DL-336732908A-P010	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-336732908A-P010;IMP-M2-805F474A19-P010	Downloads/theory-of-complex-analysis-next.tex	L2327-L2333	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-336732908A-S003	Downloads/theory-of-complex-analysis-next.tex	L2335-L2384	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0114_gaussian_shift_rectangle.tex
CP-IV-0115	SEM-CB935C4ABE2E	IMP-DL-0E1529C1F4-P005	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0E1529C1F4-P005;IMP-M2-B699C4BE42-P005	Downloads/theory-of-complex-analysis-maps.tex	L1169-L1205	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	SOURCE_ASSET_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0116	SEM-CC96DCCC76FF	IMP-DL-0A181AC273-P010	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P010;IMP-M2-80AFB5AE64-P010	Downloads/theory-of-complex-analysis.tex	L289-L292	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0117	SEM-CDFDF719FACB	IMP-DL-0A181AC273-P028	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P028;IMP-DL-AD9EFCAF62-P004;IMP-M2-79778E004E-P004;IMP-M2-80AFB5AE64-P028	Downloads/theory-of-complex-analysis.tex	L1502-L1515	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S013	Downloads/theory-of-complex-analysis.tex	L1516-L1543	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0118	SEM-CF9A2CE80BFE	IMP-DL-0A181AC273-P017	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P017;IMP-M2-80AFB5AE64-P017	Downloads/theory-of-complex-analysis.tex	L653-L666	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S005	Downloads/theory-of-complex-analysis.tex	L667-L726	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0119	SEM-D0CB425487EC	IMP-DL-0A181AC273-P011	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-0A181AC273-P011;IMP-M2-80AFB5AE64-P011	Downloads/theory-of-complex-analysis.tex	L293-L296	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0120	SEM-D4AA04B2203C	IMP-DL-CB3C80FF97-P042	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P042;IMP-M2-7B5A4788C1-P042	Downloads/theory-of-complex-analysis-topology.tex	L1458-L1465	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0121	SEM-D4CB1846C9C0	IMP-DL-336732908A-P002	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-336732908A-P002;IMP-M2-805F474A19-P002	Downloads/theory-of-complex-analysis-next.tex	L113-L135	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0122	SEM-D63943883A8E	IMP-DL-CB3C80FF97-P006	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P006;IMP-M2-7B5A4788C1-P006	Downloads/theory-of-complex-analysis-topology.tex	L601-L601	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0123	SEM-DC40D3A666BA	IMP-DL-0A181AC273-P020	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P020;IMP-M2-80AFB5AE64-P020	Downloads/theory-of-complex-analysis.tex	L892-L913	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S007	Downloads/theory-of-complex-analysis.tex	L914-L946	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0123_coaxal_circles_to_annulus.tex
CP-IV-0124	SEM-DE5C483A00C2	IMP-DL-141F3478CC-P007	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-141F3478CC-P007;IMP-M2-6F2E5F9B11-P007	Downloads/theory-of-complex-analysis-all-maps.tex	L1009-L1764	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0124_radial_temperature_annulus.tex
CP-IV-0125	SEM-DEFC68843894	IMP-DL-CB3C80FF97-P001	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P001;IMP-M2-7B5A4788C1-P001	Downloads/theory-of-complex-analysis-topology.tex	L51-L69	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S001	Downloads/theory-of-complex-analysis-topology.tex	L70-L78	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0126	SEM-E0D56713578D	IMP-DL-0A181AC273-P024	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P024;IMP-M2-80AFB5AE64-P024	Downloads/theory-of-complex-analysis.tex	L1139-L1174	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S011	Downloads/theory-of-complex-analysis.tex	L1175-L1211	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0126_harmonic_conjugate_local_global.tex
CP-IV-0127	SEM-E1675C3981B2	IMP-DL-CB3C80FF97-P038	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P038;IMP-M2-7B5A4788C1-P038	Downloads/theory-of-complex-analysis-topology.tex	L1408-L1424	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0128	SEM-E263AA615615	IMP-DL-CB3C80FF97-P014	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P014;IMP-M2-7B5A4788C1-P014	Downloads/theory-of-complex-analysis-topology.tex	L639-L641	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-CB3C80FF97-S010	Downloads/theory-of-complex-analysis-topology.tex	L642-L660	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0129	SEM-E5E57CE1FEA9	IMP-DL-0A181AC273-P039	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P039;IMP-DL-AD9EFCAF62-P015;IMP-M2-79778E004E-P015;IMP-M2-80AFB5AE64-P039	Downloads/theory-of-complex-analysis.tex	L1811-L1811	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0130	SEM-E8466B9D0270	IMP-DL-CB3C80FF97-P037	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P037;IMP-M2-7B5A4788C1-P037	Downloads/theory-of-complex-analysis-topology.tex	L1395-L1407	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0131	SEM-EB62685D643E	IMP-DL-4A78994322-ORR001194-EB62685D	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-4A78994322-ORR001194-EB62685D	Downloads/theory-of-complex-analysis-gamma.tex	L1194-L1198	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-4A78994322-S003	Downloads/theory-of-complex-analysis-gamma.tex	L1216-L1239	1		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0132	SEM-F0F7F7E4DA95	IMP-DL-CB3C80FF97-P028	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-CB3C80FF97-P028;IMP-M2-7B5A4788C1-P028	Downloads/theory-of-complex-analysis-topology.tex	L1110-L1112	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0133	SEM-F19B943BF7A6	IMP-DL-0A181AC273-P035	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P035;IMP-DL-AD9EFCAF62-P011;IMP-M2-79778E004E-P011;IMP-M2-80AFB5AE64-P035	Downloads/theory-of-complex-analysis.tex	L1746-L1750	MIGRATED	MIGRATED_PRIMARY_SOLUTION;ALTERNATE_VARIANTS_RETAINED_IN_PROVENANCE	IMP-DL-0A181AC273-S017	Downloads/theory-of-complex-analysis.tex	L1751-L1760	2	IMP-DL-F77C60E8D1-S002	NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0134	SEM-F5B62B3C3281	IMP-DL-E88547CF67-P027	Holomorphic Functions	IV/01--IV/06	READY_FOR_COMPANION_MIGRATION	IMP-DL-E88547CF67-P027;IMP-M2-80D8AED0FF-P027	Downloads/theory-of-geometry-3.tex	L3559-L3601	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0135	SEM-F735538B4E73	IMP-DL-FB19C24E92-P007	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-FB19C24E92-P007;IMP-M2-7785C781E9-P007	Downloads/theory-of-complex-analysis-all.tex	L1007-L1444	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0135_heat_equipotential_curves.tex
CP-IV-0136	SEM-F8F89B9D698F	IMP-DL-336732908A-P006	Special Functions	IV/19--IV/21	PLACEMENT_REVIEW_REQUIRED	IMP-DL-336732908A-P006;IMP-M2-805F474A19-P006	Downloads/theory-of-complex-analysis-next.tex	L1349-L1371	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0137	SEM-FC0BFE92782E	IMP-DL-AD9EFCAF62-P024	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-AD9EFCAF62-P024;IMP-M2-79778E004E-P024	Downloads/theory-of-complex-analysis-2.tex	L1238-L1583	MIGRATED	NO_RECONCILED_SOLUTION				0		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0137_cotangent_square_contour.tex
CP-IV-0138	SEM-FC6496592F83	IMP-DL-F77C60E8D1-P001	Global Complex Analysis	IV/12--IV/18	READY_FOR_COMPANION_MIGRATION	IMP-DL-F77C60E8D1-P001;IMP-M2-09C070ED26-P001	Downloads/theory-of-complex-analysis-next2.tex	L285-L385	MIGRATED	NO_RECONCILED_SOLUTION				0		NO	PENDING_VISUAL_AUDIT	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here.
CP-IV-0139	SEM-FE10372050F9	IMP-DL-0A181AC273-P041	Singularities and Residues	IV/07--IV/11	READY_FOR_COMPANION_MIGRATION	IMP-DL-0A181AC273-P041;IMP-DL-AD9EFCAF62-P017;IMP-M2-79778E004E-P017;IMP-M2-80AFB5AE64-P041	Downloads/theory-of-complex-analysis.tex	L1865-L1882	MIGRATED	MIGRATED_PRIMARY_SOLUTION	IMP-DL-0A181AC273-S020	Downloads/theory-of-complex-analysis.tex	L1883-L1897	1		YES	DESIGNED_TIKZ_STAGED	MIGRATED_TO_COMPANION	Reader-facing provenance suppressed; exact source lineage retained here. Designed figure: figures/part04/designed/cp_iv_0139_higher_order_pole_cauchy.tex
