name	kind	volume	chapter_code	chapter_title	label	source_path
Homology with coefficients	definition	VIII	VIII/25	Homology with Coefficients	def:viii25-coefficients	books/vol08_algebraic_topology/chapters/ch25_homology_with_coefficients/chapter.tex
Homotopic attaching maps	theorem	VIII	VIII/08	Homotopic Attaching Maps	thm:viii08-homotopic-attachment	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Homotopic maps induce the same map	theorem	VIII	VIII/20	Homotopy Invariance	thm:viii20-homotopy-invariance	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex
Homotopic paths have matching lifted endpoints	corollary	VIII	VIII/11	Lifting Properties	cor:viii11-endpoints	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Homotopy	definition	VIII	VIII/01	Homotopies of Maps	def:viii01-homotopy	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Homotopy equivalence	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-equivalence	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Homotopy equivalence	corollary	VIII	VIII/09	Paths and Fundamental Groups	cor:viii09-equivalence	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex
Homotopy equivalence is an equivalence relation	proposition	VIII	VIII/02	Homotopy Equivalence and Contractibility	prop:viii02-equivalence-relation	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Homotopy equivalent spaces have isomorphic homology	corollary	VIII	VIII/20	Homotopy Invariance	cor:viii20-homotopy-equivalence	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex
Homotopy extension property	definition	VIII	VIII/08	Homotopic Attaching Maps	def:viii08-hep	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Homotopy invariance	theorem	IV	IV/05	Cauchy's Theorem	thm:iv05-03	books/vol04_complex_analysis/chapters/ch05_cauchy_s_theorem/chapter.tex
Homotopy invariance	corollary	VIII	VIII/21	Euler Characteristic	cor:viii21-homotopy	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex
Homotopy invariance of degree	theorem	VIII	VIII/03	Degree of Maps	thm:viii03-homotopy	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Homotopy invariance of index	theorem	IV	IV/12	Winding Numbers and the Argument Principle	thm:iv12-03	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex
Homotopy invariance of mapping cones	theorem	VIII	VIII/08	Homotopic Attaching Maps	thm:viii08-cones	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Homotopy invariance of monodromy	theorem	IV	IV/23	Covering Maps and Monodromy	thm:iv23-02	books/vol04_complex_analysis/chapters/ch23_covering_maps_and_monodromy/chapter.tex
Homotopy invariant	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-invariant	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Homotopy lifting	theorem	VIII	VIII/11	Lifting Properties	thm:viii11-homotopy-lifting	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Homotopy rel endpoints	definition	VIII	VIII/09	Paths and Fundamental Groups	def:viii09-path-homotopy	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex
Homotopy relative to \(A\)	definition	VIII	VIII/01	Homotopies of Maps	def:viii01-relative	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Homotopy type	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-type	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Homotopy uniqueness of comparison maps	theorem	V	V/23	Free Resolutions	thm:v23-03	books/vol05_commutative_algebra/chapters/ch23_free_resolutions/chapter.tex
Homotopy-equivalence cone	theorem	VIII	VIII/24	Mapping Cones of Chain Maps	thm:viii24-homotopy-cone	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex
Hopf--Rinow	theorem	VII	VII/23	Geodesics	thm:vii23-hopf-rinow	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Horizontal distribution	definition	VII	VII/21	Connections	def:vii21-horizontal	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex
Horizontal kernel	proposition	VII	VII/21	Connections	prop:vii21-horizontal-kernel	books/vol07_differential_geometry/chapters/ch21_connections/chapter.tex
Horizontal lift	theorem	VII	VII/24	Parallel Transport	thm:vii24-horizontal-lift	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex
Horizontal lift of a curve	definition	VII	VII/24	Parallel Transport	def:vii24-horizontal-lift	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex
Hyperbolic area	definition	VII	VII/32	The Poincaré Metric	def:vii32-area	books/vol07_differential_geometry/chapters/ch32_the_poincar_metric/chapter.tex
Hyperbolic normal form	theorem	VII	VII/34	Hyperbolic Isometries	thm:vii34-hyperbolic	books/vol07_differential_geometry/chapters/ch34_hyperbolic_isometries/chapter.tex
Hyperbolic quotient	theorem	VII	VII/35	Fuchsian Groups	thm:vii35-quotient	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Hyperbolic quotient	theorem	VII	VII/37	Kleinian Groups and Boundary Geometry	thm:vii37-quotient	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex
Hyperboloid model	definition	VII	VII/31	Hyperbolic Plane Models	def:vii31-hyperboloid	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Hyperplane class on a cubic	definition	VI	VI/43	Plane Cubics	def:vi43-hyperplane-class	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Hypersurface classes	corollary	VI	VI/41	Divisor Class Groups	cor:vi41-hypersurface-class	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Hypersurface regularity test	corollary	VI	VI/32	Tangent Spaces and Local Geometry	cor:vi32-hypersurface	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Hypersurfaces	corollary	VII	VII/06	Submanifolds and Products	cor:vii06-hypersurface	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Hölder inequality	theorem	III	III/07	Hölder, Minkowski and Interpolation	thm:iii07-01	books/vol03_fourier_distributions_pde/chapters/ch07_h_lder_minkowski_and_interpolation/chapter.tex
Hölder roughness principle	theorem	II	II/15	Pathological and Nowhere-Differentiable Functions	thm:ii15-03	books/vol02_real_analysis/chapters/ch15_pathological_and_nowhere_differentiable_functions/chapter.tex
Ideal boundary	definition	VII	VII/31	Hyperbolic Plane Models	def:vii31-ideal	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Ideal endpoint	definition	VII	VII/31	Hyperbolic Plane Models	def:vii31-ideal-endpoint	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Ideal-sheaf characterization	theorem	VI	VI/40	Cartier Divisors	thm:vi40-effective-ideal	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Idempotence	corollary	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
Idempotent	definition	VI	VI/05	Irreducibility, Components and Connectedness	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Identity	proposition	VII	VII/03	Smooth Maps and Diffeomorphisms	prop:vii03-identity	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Identity and constant map	proposition	VIII	VIII/03	Degree of Maps	prop:viii03-normalization	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Identity and constants	proposition	VII	VII/04	Tangent Spaces	prop:vii04-identity-constant	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Identity base change	proposition	VI	VI/24	Base Change	prop:vi24-identity	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex
Identity cone contracts	theorem	VIII	VIII/24	Mapping Cones of Chain Maps	thm:viii24-id-cone	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex
Identity theorem	theorem	IV	IV/07	Zeros and the Identity Theorem	thm:iv07-03	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex
Image control	proposition	VIII	VIII/01	Homotopies of Maps	prop:viii01-image-control	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Image sheaf	definition	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Image stalk	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Image-closure theorem	theorem	VI	VI/07	The Spectrum of a Ring	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex
Imaginary-part transformation	theorem	VII	VII/33	Möbius Transformations and PSL(2,R)	thm:vii33-imag	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Immersion and submersion at a point	definition	VII	VII/04	Tangent Spaces	def:vii04-immersion-submersion	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Implicit function theorem	theorem	II	II/09	Inverse and Implicit Function Principles	thm:ii09-03	books/vol02_real_analysis/chapters/ch09_inverse_and_implicit_function_principles/chapter.tex
Implicit surface criterion	theorem	VII	VII/14	Regular Surfaces	thm:vii14-implicit	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Incidence by ideal containment	proposition	VI	VI/06	Prime Ideals as Geometric Points	prop:vi06-incidence	books/vol06_algebraic_geometry/chapters/ch06_prime_ideals_geometric_points/chapter.tex
Incidence model of the point blow-up	definition	VI	VI/45	Blow-Ups	def:vi45-incidence-blowup	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Inclusion criterion	theorem	VI	VI/08	Basic Open Sets D(f)	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch08_basic_open_sets/chapter.tex
Independence of regular value	theorem	VIII	VIII/03	Degree of Maps	thm:viii03-regular-independence	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Induced chain map	theorem	VIII	VIII/17	Simplicial and Singular Homology	thm:viii17-induced-chain	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Induced Levi--Civita connection	theorem	VII	VII/22	The Levi–Civita Connection	thm:vii22-projection	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Induced smooth structure	proposition	VII	VII/06	Submanifolds and Products	prop:vii06-induced-structure	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Infinite field: cofinite topology	theorem	VI	VI/02	The Zariski Topology	thm:vi02-a1-cofinite	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex
Infinitely near point	definition	VI	VI/45	Blow-Ups	def:vi45-infinitely-near	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Infinitesimal holonomy preview	theorem	VII	VII/25	Holonomy	thm:vii25-infinitesimal	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex
Initial-value problem	theorem	VII	VII/23	Geodesics	thm:vii23-ivp	books/vol07_differential_geometry/chapters/ch23_geodesics/chapter.tex
Injective sheaves are flabby	proposition	VI	VI/46	Flabby Sheaves	prop:vi46-injective	books/vol06_algebraic_geometry/chapters/ch46_flabby_sheaves/chapter.tex
Injective vanishing	corollary	VI	VI/49	Basic Vanishing Results	cor:vi49-injective-vanish	books/vol06_algebraic_geometry/chapters/ch49_basic_vanishing_results/chapter.tex
Inner-product preservation criterion	theorem	I	I/15	Orthogonal and Unitary Operators	thm:i15-01	books/vol01_linear_algebra/chapters/ch15_orthogonal_and_unitary_operators/chapter.tex
Integer-valued index	theorem	IV	IV/12	Winding Numbers and the Argument Principle	thm:iv12-01	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex
Integral of a chart-supported top form	definition	VII	VII/10	Orientation and Integration	def:vii10-chart-integral	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Integral on an oriented manifold	definition	VII	VII/10	Orientation and Integration	def:vii10-global-integral	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Integral scheme	definition	VI	VI/27	Integral Schemes and Function Fields	def:vi27-integral	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex
Interpolation existence and uniqueness	theorem	II	II/20	Polynomial Interpolation	thm:ii20-01	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex
Interpolation remainder	theorem	II	II/20	Polynomial Interpolation	thm:ii20-03	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex
Interpolation space	proposition	VIII	VIII/08	Homotopic Attaching Maps	prop:viii08-interpolation	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Intersection by sum of ideals	proposition	VI	VI/37	Projective Morphisms and Closed Embeddings	prop:vi37-intersection	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex
Intersection form	theorem	VI	VI/45	Blow-Ups	thm:vi45-intersection-form	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Intersection form	definition	VIII	VIII/34	Intersection Forms	def:viii34-intersection-form	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex
Intersection-graph criterion	theorem	VI	VI/05	Irreducibility, Components and Connectedness	thm:vi05-intersection-graph	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Intersection-product equality	theorem	V	V/04	Chinese Remainder Theory	thm:v04-02	books/vol05_commutative_algebra/chapters/ch04_chinese_remainder_theory/chapter.tex
Interval classification	proposition	VII	VII/30	Riemannian versus Lorentzian Geometry	prop:vii30-interval	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex
Interval fixed-point theorem	theorem	II	II/17	Brouwer-Type Fixed-Point Ideas	thm:ii17-01	books/vol02_real_analysis/chapters/ch17_brouwer_type_fixed_point_ideas/chapter.tex
Intervals are connected	theorem	II	II/07	Connectedness and Path Connectedness	thm:ii07-02	books/vol02_real_analysis/chapters/ch07_connectedness_and_path_connectedness/chapter.tex
Intrinsic invariance	proposition	VII	VII/38	Discrete Geodesic Problems	prop:vii38-intrinsic	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex
Inverse function theorem \proofstatus{proof sketch}	theorem	II	II/09	Inverse and Implicit Function Principles	thm:ii09-01	books/vol02_real_analysis/chapters/ch09_inverse_and_implicit_function_principles/chapter.tex
Inverse of an isomorphism	theorem	I	I/05	Linear Transformations	thm:i05-02	books/vol01_linear_algebra/chapters/ch05_linear_transformations/chapter.tex
Inverse-limit description	theorem	V	V/18	Completion and I-Adic Topology	thm:v18-01	books/vol05_commutative_algebra/chapters/ch18_completion_and_i_adic_topology/chapter.tex
Invertible sheaf	definition	VI	VI/42	Line Bundles and Picard Groups	def:vi42-invertible-sheaf	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Irreducible component	definition	VI	VI/05	Irreducibility, Components and Connectedness	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Irreducible space	definition	VI	VI/05	Irreducibility, Components and Connectedness	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch05_irreducibility_components/chapter.tex
Irrelevant ideal	definition	VI	VI/34	Proj	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex
Isolated zeros	theorem	IV	IV/07	Zeros and the Identity Theorem	thm:iv07-02	books/vol04_complex_analysis/chapters/ch07_zeros_and_the_identity_theorem/chapter.tex
Isolation criterion	proposition	VII	VII/35	Fuchsian Groups	prop:vii35-isolation	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Isometries preserve length	proposition	VII	VII/20	Riemannian Metrics	prop:vii20-isometry-length	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Isomorphism	definition	VI	VI/04	Morphisms of Affine Algebraic Sets	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Isomorphism criterion	theorem	VI	VI/04	Morphisms of Affine Algebraic Sets	thm:vi04-iso-criterion	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Isomorphism of coverings	definition	VIII	VIII/10	Covering Spaces	def:viii10-cover-isomorphism	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex
Isotropy subgroup	theorem	VII	VII/33	Möbius Transformations and PSL(2,R)	thm:vii33-stabilizer	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Iterated base change	proposition	VI	VI/24	Base Change	prop:vi24-iterated	books/vol06_algebraic_geometry/chapters/ch24_base_change/chapter.tex
Jacobian formula	theorem	VII	VII/04	Tangent Spaces	thm:vii04-jacobian	books/vol07_differential_geometry/chapters/ch04_tangent_spaces/chapter.tex
Jacobian of the Gauss map	theorem	VII	VII/17	Principal, Gaussian and Mean Curvature	thm:vii17-gauss-jacobian	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex
Jordan block invariants	theorem	I	I/12	Canonical Forms	thm:i12-02	books/vol01_linear_algebra/chapters/ch12_canonical_forms/chapter.tex
Jump formula	theorem	III	III/17	Support and Singular Distributions	thm:iii17-03	books/vol03_fourier_distributions_pde/chapters/ch17_support_and_singular_distributions/chapter.tex
Kernel annihilator	proposition	VII	VII/05	Cotangent Spaces	prop:vii05-kernel-annihilator	books/vol07_differential_geometry/chapters/ch05_cotangent_spaces/chapter.tex
Kernel of constant-rank bundle map	proposition	VII	VII/07	Vector Bundles	prop:vii07-kernel-subbundle	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Kernel of restriction	proposition	VI	VI/03	Coordinate Rings	prop:vi03-kernel	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex
Kernel of the rotation map	theorem	VIII	VIII/13	SU(2) to SO(3)	thm:viii13-kernel	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex
Kernel sheaf	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Kernel sup bound	theorem	II	II/18	Integral Equations	thm:ii18-02	books/vol02_real_analysis/chapters/ch18_integral_equations/chapter.tex
Kernel--image relation	proposition	VI	VI/04	Morphisms of Affine Algebraic Sets	prop:vi04-kernel-image	books/vol06_algebraic_geometry/chapters/ch04_morphisms_affine_algebraic_sets/chapter.tex
Keyhole jump identity	theorem	IV	IV/21	Keyhole Contours and Branch-Cut Integrals	thm:iv21-01	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex
Keyhole reduction principle	theorem	IV	IV/21	Keyhole Contours and Branch-Cut Integrals	thm:iv21-02	books/vol04_complex_analysis/chapters/ch21_keyhole_contours_and_branch_cut_integrals/chapter.tex
Klein geodesics	proposition	VII	VII/31	Hyperbolic Plane Models	prop:vii31-klein-geodesics	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Klein model	definition	VII	VII/31	Hyperbolic Plane Models	def:vii31-klein	books/vol07_differential_geometry/chapters/ch31_hyperbolic_plane_models/chapter.tex
Kleinian group	definition	VII	VII/37	Kleinian Groups and Boundary Geometry	def:vii37-kleinian	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex
Koszul formula	theorem	VII	VII/22	The Levi–Civita Connection	thm:vii22-koszul	books/vol07_differential_geometry/chapters/ch22_the_levi_civita_connection/chapter.tex
Krull dimension	definition	VI	VI/29	Krull Dimension	def:vi29-krull-dimension	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex
Kulkarni--Nomizu product	definition	VII	VII/28	Weyl Curvature	def:vii28-kn	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Künneth theorem	theorem	VIII	VIII/27	Products and the Künneth Theorem	thm:viii27-kunneth	books/vol08_algebraic_topology/chapters/ch27_products_and_the_k_nneth_theorem/chapter.tex
Lagrange continued-fraction theorem	theorem	II	II/25	Continued Fractions and Approximation Topics	thm:ii25-04	books/vol02_real_analysis/chapters/ch25_continued_fractions_and_approximation_topics/chapter.tex
Lagrange formula	theorem	II	II/20	Polynomial Interpolation	thm:ii20-02	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex
Laurent coefficient formula	theorem	IV	IV/08	Laurent Series	thm:iv08-02	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex
Laurent theorem	theorem	IV	IV/08	Laurent Series	thm:iv08-01	books/vol04_complex_analysis/chapters/ch08_laurent_series/chapter.tex
Lax--Milgram theorem	theorem	III	III/23	Weak Boundary-Value Problems	thm:iii23-01	books/vol03_fourier_distributions_pde/chapters/ch23_weak_boundary_value_problems/chapter.tex
Lebesgue quasi-optimality bound	theorem	II	II/20	Polynomial Interpolation	thm:ii20-lebesgue-quasioptimal	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex
Lebesgue stability bound	theorem	II	II/20	Polynomial Interpolation	thm:ii20-lebesgue-stability	books/vol02_real_analysis/chapters/ch20_polynomial_interpolation/chapter.tex
Lefschetz fixed-point theorem	theorem	VIII	VIII/35	Lefschetz Theory	thm:viii35-lefschetz-fixed-point	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex
Lefschetz number	definition	VIII	VIII/35	Lefschetz Theory	def:viii35-lefschetz-number	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex
Lefschetz--Hopf	theorem	VIII	VIII/35	Lefschetz Theory	thm:viii35-lefschetz-hopf	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex
Left exactness of sections	theorem	VI	VI/16	Exact Sequences of Sheaves	thm:vi16-left-exact-sections	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex
Length	definition	VII	VII/12	Regular Curves	def:vii12-length	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Length is reparametrization invariant	theorem	VII	VII/12	Regular Curves	thm:vii12-length-invariant	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Length of a curve	definition	VII	VII/20	Riemannian Metrics	def:vii20-curve-length	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Length of a surface curve	proposition	VII	VII/15	First and Second Fundamental Forms	prop:vii15-length	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex
Leray comparison criterion	theorem	VI	VI/47	Čech Cohomology	thm:vi47-leray	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
Lift	definition	VIII	VIII/11	Lifting Properties	def:viii11-lift	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Lifting criterion	theorem	VIII	VIII/11	Lifting Properties	thm:viii11-general-criterion	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Limit set	definition	VII	VII/37	Kleinian Groups and Boundary Geometry	def:vii37-limitset	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex
Limit set in dimension two	definition	VII	VII/35	Fuchsian Groups	def:vii35-limitset	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Line bundle and sections define a projective morphism	theorem	VI	VI/42	Line Bundles and Picard Groups	thm:vi42-sections-projective-map	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Line bundles as unit-valued 1-cocycles	proposition	VI	VI/47	Čech Cohomology	prop:vi47-pic-cech	books/vol06_algebraic_geometry/chapters/ch47_ech_cohomology/chapter.tex
Line integral of a one-form	definition	VII	VII/12	Regular Curves	def:vii12-line-integral	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Line of curvature	definition	VII	VII/42	Curvature Lines, Ridges and Valleys	def:vii42-curvature-line	books/vol07_differential_geometry/chapters/ch42_curvature_lines_ridges_and_valleys/chapter.tex
Line--conic correspondence	proposition	VI	VI/44	Cremona Transformations	prop:vi44-line-to-conic	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex
Linear equivalence	definition	VI	VI/41	Divisor Class Groups	def:vi41-linear-equivalence	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Linear frame bundle of a manifold	corollary	VII	VII/08	Principal and Frame Bundles	cor:vii08-lin-frame	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex
Linear-combination regrouping	theorem	I	I/01	Scalars, Vectors and Linear Combinations	thm:i01-02	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex
Linearity	theorem	III	III/03	The Lebesgue Integral	thm:iii03-03	books/vol03_fourier_distributions_pde/chapters/ch03_the_lebesgue_integral/chapter.tex
Linearity and invertibility	proposition	VII	VII/24	Parallel Transport	prop:vii24-linear	books/vol07_differential_geometry/chapters/ch24_parallel_transport/chapter.tex
Linearity and positivity	proposition	VII	VII/10	Orientation and Integration	prop:vii10-linearity	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Link	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-link	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Liouville theorem	theorem	IV	IV/06	Cauchy's Integral Formula	thm:iv06-04	books/vol04_complex_analysis/chapters/ch06_cauchy_s_integral_formula/chapter.tex
Lipschitz implies uniform continuity	theorem	II	II/05	Metric Spaces and Continuity	thm:ii05-03	books/vol02_real_analysis/chapters/ch05_metric_spaces_and_continuity/chapter.tex
Local constancy of index	theorem	IV	IV/12	Winding Numbers and the Argument Principle	thm:iv12-04	books/vol04_complex_analysis/chapters/ch12_winding_numbers_and_the_argument_principle/chapter.tex
Local coordinate description	proposition	VII	VII/07	Vector Bundles	prop:vii07-section-local	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Local coordinate from an unramified projection	theorem	IV	IV/22	From Analytic Continuation to Riemann Surfaces	thm:iv22-01	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex
Local criterion for reducedness	theorem	VI	VI/10	Reduced and Nonreduced Geometry	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch10_reduced_nonreduced_geometry/chapter.tex
Local embeddedness	proposition	VII	VII/12	Regular Curves	prop:vii12-local-embedded	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Local finite-order characterization	theorem	III	III/16	Distributions and Distributional Derivatives	thm:iii16-04	books/vol03_fourier_distributions_pde/chapters/ch16_distributions_and_distributional_derivatives/chapter.tex
Local frame	definition	VI	VI/42	Line Bundles and Picard Groups	def:vi42-local-frame	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Local half-space calculation	proposition	VII	VII/11	Stokes' Theorem	prop:vii11-local-halfspace	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex
