volume	chapter_code	chapter_title	canonical_path	path_exists	status	next_action	graph_tex_files	pairing_policy	raw_pairing_match	problems	exercises	hints	solutions	expected_solutions	pairing	scaffold
VIII	VIII/11	Lifting Properties	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/12	Deck Transformations and Group Actions	books/vol08_algebraic_topology/chapters/ch12_deck_transformations_and_group_actions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/13	SU(2) to SO(3)	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/14	Free Groups and Covering Graphs	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/15	Simplicial Complexes	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/16	Chain Complexes	books/vol08_algebraic_topology/chapters/ch16_chain_complexes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/17	Simplicial and Singular Homology	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/18	Cellular Homology	books/vol08_algebraic_topology/chapters/ch18_cellular_homology/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/19	Relative Homology and Exact Sequences	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/20	Homotopy Invariance	books/vol08_algebraic_topology/chapters/ch20_homotopy_invariance/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/21	Euler Characteristic	books/vol08_algebraic_topology/chapters/ch21_euler_characteristic/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/22	Chain Homotopies	books/vol08_algebraic_topology/chapters/ch22_chain_homotopies/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/23	Chain Contractions	books/vol08_algebraic_topology/chapters/ch23_chain_contractions/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/24	Mapping Cones of Chain Maps	books/vol08_algebraic_topology/chapters/ch24_mapping_cones_of_chain_maps/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/25	Homology with Coefficients	books/vol08_algebraic_topology/chapters/ch25_homology_with_coefficients/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/26	The Universal Coefficient Theorem	books/vol08_algebraic_topology/chapters/ch26_the_universal_coefficient_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/27	Products and the Künneth Theorem	books/vol08_algebraic_topology/chapters/ch27_products_and_the_k_nneth_theorem/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	24	24	24	48	48	PASS	NO
VIII	VIII/28	Cohomology	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/29	Cup Products	books/vol08_algebraic_topology/chapters/ch29_cup_products/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/30	Vector Bundles and Clutching	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	22	24	24	46	46	PASS	NO
VIII	VIII/31	Thom Classes	books/vol08_algebraic_topology/chapters/ch31_thom_classes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/32	Sphere Bundles and Euler Classes	books/vol08_algebraic_topology/chapters/ch32_sphere_bundles_and_euler_classes/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/33	Poincaré Duality	books/vol08_algebraic_topology/chapters/ch33_poincar_duality/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/34	Intersection Forms	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
VIII	VIII/35	Lefschetz Theory	books/vol08_algebraic_topology/chapters/ch35_lefschetz_theory/chapter.tex	YES	FROZEN	COMPLETE	1	STRICT_INLINE_GRAPH	YES	20	24	24	44	44	PASS	NO
