solution_id	source_id	solution_source_file	solution_line_range	solution_kind	source_problem_number	linked_problem_id	link_status	reconciliation_status	reconciliation_method	reconciliation_confidence	candidate_problem_ids	solution_text_hash	solution_semantic_unit_id	refinement_status	refinement_method	editorial_resolution_status	editorial_resolution_method	previous_linked_problem_id	structural_relink_status	structural_relink_method	previous_candidate_problem_ids	editorial_note	editorial_decision	editorial_rationale
IMP-DL-14663C23F1-S003	IMP-DL-14663C23F1	Downloads/theory-of-geometry-III.tex	L618-L827	SOLUTION	4	IMP-DL-14663C23F1-R000543-508E43E3	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-14663C23F1-R000543-508E43E3	6ed7c97f2e56dc5eaf18f49671873269ab59c13dfca53dd06efe92efd9dbc905	SOLSEM-08B71F64DC99					IMP-DL-14663C23F1-P004	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-14663C23F1-S004	IMP-DL-14663C23F1	Downloads/theory-of-geometry-III.tex	L1307-L1421	SOLUTION	7		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-14663C23F1-R001264-06242D7A;IMP-M2-155017A9AF-R001264-06242D7A;IMP-DL-E88547CF67-P020;IMP-DL-0EB9CBD958-P036;IMP-M2-80D8AED0FF-P020;IMP-DL-D4351A3BBD-P033;IMP-DL-7A55205E2C-P007;IMP-DL-A470D9BACB-P015	143a31a9d8eb812657a97a6cd4bef10f4cee683b6ededf01a463089c546225ce	SOLSEM-CE63E5676102											
IMP-DL-D4351A3BBD-S001	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L750-L810	SOLUTION	1	IMP-DL-D4351A3BBD-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P005	83b96b4f148a2305aa2a62dbcf3ea03669724ffb192e6ce213f24a1c7e20ceab	SOLSEM-2E3C5B8FA9E9											
IMP-DL-D4351A3BBD-S002	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L811-L832	SOLUTION	2		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-98972A6B93-R003395-D9B81AC5;IMP-DL-7A55205E2C-P002;IMP-DL-E88547CF67-P016;IMP-DL-A470D9BACB-P027;IMP-M2-355EA0996F-R003395-D9B81AC5;IMP-M2-2D41E1011A-P002;IMP-M2-80D8AED0FF-P016;IMP-DL-0EB9CBD958-P010	231cbee78dddff7543f243b5ec0abbee1f7c2b22f3bb2ecf94c8bee31e0754c6	SOLSEM-EAF3CE18ED2B											
IMP-DL-D4351A3BBD-S003	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L1250-L1259	SOLUTION	1	IMP-DL-D4351A3BBD-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P005	1be09cc1b901fa72654bec36263d8495703a465f5685f4a01990512be888d939	SOLSEM-11A6AA1A690F											
IMP-DL-D4351A3BBD-S004	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L1260-L1277	SOLUTION	2		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-A470D9BACB-P027;IMP-DL-7A55205E2C-P002;IMP-DL-0EB9CBD958-PSR005095-8C10C036;IMP-DL-98972A6B93-R003395-D9B81AC5;IMP-DL-0EB9CBD958-P010;IMP-DL-E88547CF67-P016;IMP-M2-2850FB9A8A-P027;IMP-M2-2D41E1011A-P002	96377aee5e13f3ff542da53a5db5026341691adf9b73664046afe1a47b2ff7a6	SOLSEM-958B53520F81											
IMP-DL-D4351A3BBD-S005	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L1278-L2166	SOLUTION	3		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-E88547CF67-R001262-12CA33D2;IMP-DL-40BD8D3E26-P007;IMP-M2-80D8AED0FF-R001262-12CA33D2;IMP-DL-14663C23F1-P003;IMP-DL-7A55205E2C-P003;IMP-DL-0EB9CBD958-PSR005364-65272D41;IMP-M2-0384991A85-P007;IMP-M2-155017A9AF-P003	6b7ccf13c61566787164fb20c09fd0caead99954a362fc83e8fe00ccd687cc16	SOLSEM-D2D9EC3193A9											
IMP-DL-D4351A3BBD-S006	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L2205-L2262	SOLUTION	4	IMP-DL-D4351A3BBD-P029	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P029	cf71fd89191ffeb4baee4cfcb866f983cfbca5f9532cef254c54616d2aa5c302	SOLSEM-A51FA3981207											
IMP-DL-D4351A3BBD-S007	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L2992-L3038	SOLUTION	2	IMP-DL-D4351A3BBD-P032	UNRESOLVED_AMBIGUOUS	RESOLVED_SOURCE_GROUNDED_EDITORIAL_LINK	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-D4351A3BBD-P032	0fe54138c01f97e40f7c8e4bf48d5a56b10824f1254432995436da3bf80e9a8d	SOLSEM-2ECC5725FBED										ACCEPT	Source-grounded P2/P3 review: solution matches exact current or recovered source statement.
IMP-DL-D4351A3BBD-S008	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L3039-L3066	SOLUTION	6	IMP-DL-D4351A3BBD-P032	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P032	c73c7737c38546b6a3cda8f177276b7d1bbc5d94268594e488cbe3db52c7a767	SOLSEM-8635955504F5											
IMP-DL-D4351A3BBD-S009	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L3169-L3240	SOLUTION	7	IMP-DL-D4351A3BBD-P033	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P033	4c8dc7c54295f21325d527affb391a06372622c10875e563642ae6dad5a66ef9	SOLSEM-78FDC66CEFE3											
IMP-DL-D4351A3BBD-S010	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L3388-L3427	SOLUTION	8	IMP-DL-D4351A3BBD-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P034	44171af0fe305bbef9080a985c8f2ae68d2aa177e40974af32e32d01708b5ab9	SOLSEM-C63E8020E43B											
IMP-DL-D4351A3BBD-S011	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4052-L4062	SOLUTION		IMP-DL-D4351A3BBD-P035	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P035	6760c8c566128432fdb16d4a5b17cd30bdff1c25c2d6247ca3197aec83b38a30	SOLSEM-2D06A5538FA3											
IMP-DL-D4351A3BBD-S012	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4063-L4111	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-721AD91C7F-P001;IMP-M2-721AD91C7F-P035;IMP-M2-721AD91C7F-P031;IMP-M2-721AD91C7F-P034;IMP-M2-721AD91C7F-P011;IMP-M2-721AD91C7F-P002;IMP-M2-721AD91C7F-P005;IMP-DL-E88547CF67-P018	babe4f4ad9204562c1b631c0d68eaa78dc28692c9b59aeeaa8495d12f1eb771d	SOLSEM-915565817DA3											
IMP-DL-D4351A3BBD-S013	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4112-L4194	SOLUTION	2		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-E88547CF67-P016;IMP-DL-7A55205E2C-P002;IMP-DL-40BD8D3E26-P006;IMP-DL-40BD8D3E26-R002945-6684BFDF;IMP-DL-0EB9CBD958-P010;IMP-M2-80D8AED0FF-P016;IMP-M2-2D41E1011A-P002;IMP-M2-0384991A85-P006	f2a9958f2499465e2cd7f919496bdb2b58716e7010886d82c59a9291beec8a73	SOLSEM-18288AB3C183											
IMP-DL-D4351A3BBD-S014	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4228-L4301	SOLUTION		IMP-DL-D4351A3BBD-P036	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P036	472509b59b9dd7dba70a89af44bd9ea2fd27373d112d6aeeba0b24f2e3289fab	SOLSEM-8BD2E7B5727A											
IMP-DL-D4351A3BBD-S015	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4331-L4337	SOLUTION		IMP-DL-D4351A3BBD-P037	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P037	8baf5d0d4739f423ab10f9265da5d290a7603ffc2f3ccb597e178b44ec373d3c	SOLSEM-EFCC6F426081											
IMP-DL-D4351A3BBD-S016	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4338-L4355	SOLUTION	1	IMP-DL-D4351A3BBD-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-D4351A3BBD-P005	3f9398238c221683af4b7a15e21559770c8e89ff10072045a39aadc9f9d7bd95	SOLSEM-3208F4609F65											
IMP-DL-D4351A3BBD-S017	IMP-DL-D4351A3BBD	Downloads/theory-of-geometry-IV.tex	L4356-L4491	SOLUTION	2		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-7A55205E2C-P002;IMP-DL-0EB9CBD958-P010;IMP-DL-40BD8D3E26-P006;IMP-DL-E88547CF67-P016;IMP-DL-0EB9CBD958-PSR005095-8C10C036;IMP-DL-40BD8D3E26-R002945-6684BFDF;IMP-M2-2D41E1011A-P002;IMP-DL-A470D9BACB-P027	db97722b5b72647b2dad62d497ecd98c86c1900ec59d855ff354370bc90bb947	SOLSEM-B93AC2DB5FEE											
IMP-DL-0EB9CBD958-S001	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L224-L264	SOLUTION	1(a)	IMP-DL-0EB9CBD958-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P002	fa38a4a7893d77876f141fe7eaf7c65db1c7b865a7bc9a5162c123f63223de2b	SOLSEM-E559E0EE9216											
IMP-DL-0EB9CBD958-S002	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L301-L356	SOLUTION	1(b)	IMP-DL-0EB9CBD958-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P005	f3894fc2cf017e1e2e3aef93c07623913d96660d511e4541eee6c1cfbbc53fed	SOLSEM-174F1F338A92											
IMP-DL-0EB9CBD958-S003	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L390-L432	SOLUTION	1(c)	IMP-DL-0EB9CBD958-P008	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P008	656c31819cda1197b246fe3890bdf29a28c176b130901129f989065f245879bb	SOLSEM-F7980D49E540											
IMP-DL-0EB9CBD958-S004	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L510-L1282	SOLUTION	2	IMP-DL-0EB9CBD958-P010	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P010	3aef203e376082803aea6261a8a2472117627ef71b44a6d94e5f4656c8dfa0cc	SOLSEM-E579C77E077E											
IMP-DL-0EB9CBD958-S005	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1361-L1501	SOLUTION	3	IMP-DL-0EB9CBD958-P015	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P015	c02974114c7500eb54e5408e214d20d1ef495ed4952f6004336962b5114a7ff9	SOLSEM-958559005E0C											
IMP-DL-0EB9CBD958-S006	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1706-L1763	SOLUTION	4	IMP-DL-0EB9CBD958-P033	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P033	be49c68af677a1402a3188845d2d99d0d2ba7de5f37375ff139e85ce59e64cc8	SOLSEM-FC142021BA62											
IMP-DL-0EB9CBD958-S007	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1764-L1824	SOLUTION	4	IMP-DL-0EB9CBD958-P033	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P033	260dee34b19f43a7fa556968e69043f123f032bc4914b14ae8d0d71e06dd4298	SOLSEM-BBE24EF85B9B											
IMP-DL-0EB9CBD958-S008	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1825-L1841	SOLUTION	4	IMP-DL-0EB9CBD958-P033	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P033	d97076ae8488f99b23c6cb9e0acbe48c52a77b26a13bea13df76e1c879933ed9	SOLSEM-9F17CF066084											
IMP-DL-0EB9CBD958-S009	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1888-L1938	SOLUTION	5	IMP-DL-0EB9CBD958-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P034	9feb680e93afd123a1cfa1234dcab93dd13221f61929e5ad541e342f8ef449c9	SOLSEM-23F4648778E0											
IMP-DL-0EB9CBD958-S010	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1939-L1992	SOLUTION	5	IMP-DL-0EB9CBD958-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P034	88accdb839d9f929df290ff444f7f46972ab757596f36d5e54e584e5e7de7a55	SOLSEM-E4994D3745BE											
IMP-DL-0EB9CBD958-S011	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L1993-L2068	SOLUTION	5	IMP-DL-0EB9CBD958-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P034	877b723786b68b3624cd195df6105a91554c8b5b54214271683d05543b985bf6	SOLSEM-C5AA201FC96B											
IMP-DL-0EB9CBD958-S012	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L2190-L2280	SOLUTION	6	IMP-DL-0EB9CBD958-P035	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P035	fcbe304ae1dd105b50c78e5e9591b03e7d00c5083c532568fe585caa5544669a	SOLSEM-F5C2EBA089CC											
IMP-DL-0EB9CBD958-S013	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L2318-L2319	SOLUTION	7	IMP-DL-0EB9CBD958-P036	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P036	d619c8c1cebdf37c7c6215fa7beb0d80b790b80c5280d74b9ef7ce7c1e469868	SOLSEM-FD3B6645FA76											
IMP-DL-0EB9CBD958-S014	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L3105-L3336	SOLUTION	E1	IMP-DL-0EB9CBD958-P037	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P037	22b4c34400a5a5d5618fb0d55538b7deaabb82a13eb6ed5559c873796daf71d9	SOLSEM-6FF47597342F											
IMP-DL-0EB9CBD958-S015	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L3833-L3886	SOLUTION	E2	IMP-DL-0EB9CBD958-P072	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P072	453daa609cafbfac77ba81957e3e63fd8e04967973ffc5fab7eeed6747653b3f	SOLSEM-CA66D2972193											
IMP-DL-0EB9CBD958-S016	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L3887-L3913	SOLUTION	E2	IMP-DL-0EB9CBD958-P076	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P076	b732ce6cca410f9e9eb35127e719bed6b3fbdae731d94e83426ff725131a964d	SOLSEM-88D298F14B08											
IMP-DL-0EB9CBD958-S017	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L3914-L4069	SOLUTION	E2	IMP-DL-0EB9CBD958-P076	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-P076	363797ffbb59187c1da292ad12f9f5de25f3f6a657178a7397f3247113406597	SOLSEM-F91A5D5B06AA											
IMP-DL-0EB9CBD958-S018	IMP-DL-0EB9CBD958	Downloads/theory-of-geometry.tex	L5431-L5639	SOLUTION	3	IMP-DL-0EB9CBD958-PSR005364-65272D41	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-0EB9CBD958-PSR005364-65272D41	054310933f6a128aaf2a27ccef13b83623bc3f12077aa7783652e2d1d39b073b	SOLSEM-20BD4F075447					IMP-DL-0EB9CBD958-P083	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S001	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L271-L335	SOLUTION	1	IMP-DL-3E276561C4-R000260-52E2D5CC	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000260-52E2D5CC	c2377695436943cadd00a933043d4c07d22c8862db17f332fd70614568f55e4c	SOLSEM-5FA49270F4B6					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S002	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L350-L390	SOLUTION	2	IMP-DL-3E276561C4-R000336-3D165EF7	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000336-3D165EF7	a20251d5910c1c4d721323d6f43253944294105591a477c5b581ecc8ef1cac82	SOLSEM-FAD143B1999D					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S003	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L407-L475	SOLUTION	3	IMP-DL-3E276561C4-R000391-0B7F7AAC	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000391-0B7F7AAC	40c983093b341c1522554c47df963b56b231057d0ea9432974bf4b53aa3af324	SOLSEM-5C5294FC1F7E					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S004	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L621-L672	SOLUTION	4	IMP-DL-3E276561C4-R000605-1DFA752B	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000605-1DFA752B	db7e3af4e3702e796af765ebbc44a93a0b91b41efd1c23a91abd665bda5c4c05	SOLSEM-53C0B6B12D11					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S005	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L687-L739	SOLUTION	5	IMP-DL-3E276561C4-R000673-C83BD85B	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000673-C83BD85B	4012cf76405dbb1626438b1fc7622e54a47214f436702f2966672733373788ca	SOLSEM-209FB292D48D					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S006	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L757-L809	SOLUTION	6	IMP-DL-3E276561C4-R000740-675F7779	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R000740-675F7779	db9f56b2787220cb60ea4828cdcd54a17b8503816a422656344bea8e0b850352	SOLSEM-745D4816A11E					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S007	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1204-L1247	SOLUTION	7	IMP-DL-3E276561C4-R001181-E5EF259C	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001181-E5EF259C	e388cbdc11900608d98e5b49f6c6ca65b39df209e9cac335e973035117fe4933	SOLSEM-FB2537B23932					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S008	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1260-L1291	SOLUTION	8	IMP-DL-3E276561C4-R001248-DF5D8717	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001248-DF5D8717	896d177cb42588ca96a9717fdc32ff20617d1a9906d10e9c14426dd3ac38e8b5	SOLSEM-9D693EA2CAB5					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S009	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1297-L1327	SOLUTION	9	IMP-DL-3E276561C4-R001292-2ADF71C2	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001292-2ADF71C2	07a833a891239286bb40f43c792d559c5e4d8c77b86b04aa37bed52e27b5a753	SOLSEM-6F73DEEDDB60					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S010	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1338-L1357	SOLUTION	10	IMP-DL-3E276561C4-R001328-DBF18850	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001328-DBF18850	cf8c3fe6bc6acbae31e782ecea79ad2ec0448bc0abfc3067fa52a26a43e08381	SOLSEM-780D9F10F5E6					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S011	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1379-L1406	SOLUTION	11	IMP-DL-3E276561C4-R001358-942CE98F	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001358-942CE98F	0f16f854bfab8c1acd4180aa14be49df5a1c283bbafb78ad40d5cce81651e691	SOLSEM-94DAF154A644					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S012	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1418-L1442	SOLUTION	12	IMP-DL-3E276561C4-R001407-FC96F3B2	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-R001407-FC96F3B2	877ce25cece26bc9d6f3d055f42137201bb6364e9922f34d7974e59763cf9c3d	SOLSEM-58C81467379A					IMP-DL-3E276561C4-P001	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-DL-3E276561C4-S013	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1612-L1657	SOLUTION	1	IMP-DL-3E276561C4-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P002	d307260da0adfd226ba22267b325dab81bbe66c8730138232d9aec80b1018dba	SOLSEM-675E3C2FC4BF											
IMP-DL-3E276561C4-S014	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1667-L1690	SOLUTION	2	IMP-DL-3E276561C4-P003	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P003	e346ed266df81998e5ab5910147d1805d7e748334645041e5223691e72f549a0	SOLSEM-9E063F937B72											
IMP-DL-3E276561C4-S015	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1691-L1716	SOLUTION	2	IMP-DL-3E276561C4-P003	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P003	8913b6b513953b69a7629c590b27ecb6dd69e74767a8115ff7b757fa276f49da	SOLSEM-FED29B32743F											
IMP-DL-3E276561C4-S016	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1738-L1765	SOLUTION	4	IMP-DL-3E276561C4-P004	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P004	be96931a3309b9eb7b6ab11706b3f994f9c35af92db276781438f84ff9c3ac80	SOLSEM-75BCC40DEC8F											
IMP-DL-3E276561C4-S017	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1840-L1892	SOLUTION	5	IMP-DL-3E276561C4-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P005	545d8fa605d7e9e4f84c2f282c26240c4b473b8fc7245d373e0cac068f71fb11	SOLSEM-CCF41FC27C3E											
IMP-DL-3E276561C4-S018	IMP-DL-3E276561C4	Downloads/theory-of-linear-algebra-1.tex	L1893-L1921	SOLUTION	5	IMP-DL-3E276561C4-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-3E276561C4-P005	87d6638f043908a50db964a15217ad9aa0371fb614d9a30366b9b4afbd59eec4	SOLSEM-AA494A06A91F											
