solution_semantic_unit_id	solution_text_hash	member_count	member_solution_ids	source_files	linked_statement_hashes_before	candidate_statement_hashes	resolution	resolved_statement_hash	resolved_problem_id
SOLSEM-67671C3C6B24	75607b41ec14af9d6438ee26f355dcb6da7d3002c82a755b333f1208d80e632d	2	IMP-DL-D148B51FB7-S018;IMP-M3-5A5277EBFB-S018	Downloads/theory-of-differential-geometry-4.tex;MATH_ALLS-3/theory-of-differential-geometry-4.tex	42dab994834e056d37e51323e76e4120632241f2a3b63889988a34eb49ebb259	42dab994834e056d37e51323e76e4120632241f2a3b63889988a34eb49ebb259	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	42dab994834e056d37e51323e76e4120632241f2a3b63889988a34eb49ebb259	IMP-M3-5A5277EBFB-P026
SOLSEM-AD6A0593A50F	75b392943bf2646648192e235512d41fde4f652ad79220a63b9e13b2a34e6667	2	IMP-DL-40BD8D3E26-S001;IMP-M2-0384991A85-S001	Downloads/theory-of-geometry-2.tex;MATH-ALLS-2/theory-of-geometry-2.tex		00cd3ead27412e4d6dc98ef078e0861d03638a435034d5a878de70cedd3c902d;3b86b9b0c7aae77ceb343406870b85a7df0e50c5c236a51201c3f358a545bf00;7ba6067e02c430652238ef21ca29a73e5937aa84277a3892eada07d8b3c1cb8e;9b986ab755213c095c52b3e40d4baeb3a5d4d85d9cfebd9bc9933e190c0267a7;a23c6c8527b7d71ec9fd8fbc06e3a32ef82b66acdc3374d36561e24d4a805405;c2a4955f300eb63075b4df440b468b1b72ce29b20be2dcf4b134c01276283107;d6080de365a2be3c7577aee72e94c9e47709209329d99b41bc9bc204440e159b;fa6057cb1fad6620b4e4c4511e5ae11f6a395b266a346aa25861a0f92df799c0	UNRESOLVED		
SOLSEM-50BEDED0F8B3	75ce623e62e0ae09d06666d4a2c5492b0bf696271ef225dfa7d1582b3f35ccc3	2	IMP-DL-EAE0F59552-S009;IMP-M2-7EA9DA1D72-S009	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	2cc50e9b0537ecd17fd06ffde568e50cc27dfa6c18f4596554470a874030a5ce	IMP-M2-7EA9DA1D72-P017
SOLSEM-2F554A62C9CF	75f26f2d7f50a30c24644f9b9c25f30074908072a52b6c95a0e35335cf1c61dd	4	IMP-DL-183AD43C4C-S037;IMP-DL-20E278E436-S037;IMP-M2-1895C43FC6-S037;IMP-M2-50B0B212DD-S037	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	IMP-M2-1895C43FC6-P023
SOLSEM-D8AA2E00818A	76d9f50ebdc403bc772d3b65172a52117c7ed506a411aa66924ae8d1be893c6a	2	IMP-DL-CB3C80FF97-S001;IMP-M2-7B5A4788C1-S001	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df	defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df	IMP-M2-7B5A4788C1-P001
SOLSEM-807BB484E358	7734e67200522e9bb819a3e069eaabb68fa217b3645ff3323467a429ae51a3f5	2	IMP-DL-11EDF39EA7-S002;IMP-M2-68556E3D88-S002	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	6c52be12cb7a5257ae4bbf9e0bb6bc476388995c4da6caf9e7e3384c798ab545	6c52be12cb7a5257ae4bbf9e0bb6bc476388995c4da6caf9e7e3384c798ab545	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	6c52be12cb7a5257ae4bbf9e0bb6bc476388995c4da6caf9e7e3384c798ab545	IMP-M2-68556E3D88-P004
SOLSEM-F24F0D5B218A	77369b3f5b0e380e06c1d5b04152177a1194b32b3214c94746f44e60054a60e6	2	IMP-DL-CB3C80FF97-S024;IMP-M2-7B5A4788C1-S024	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4	31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4	IMP-M2-7B5A4788C1-P044
SOLSEM-0E6F6B6A4A23	775b6d6f540e3297119fe3b8e93305b13ddf6f6415c26cc95f45b3e7a07745e6	4	IMP-DL-183AD43C4C-S050;IMP-DL-20E278E436-S050;IMP-M2-1895C43FC6-S050;IMP-M2-50B0B212DD-S050	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	IMP-M2-1895C43FC6-P023
SOLSEM-C3C90BDDEA5E	7805ffe0f602a845311b867df0e870184214615e104843817f6cf9edce07e70d	2	IMP-DL-9DE2876887-S001;IMP-M2-11069D160E-S001	Downloads/theory-of-complex-analysis-series.tex;MATH-ALLS-2/theory-of-complex-analysis-series.tex		04a4d2eba6b2b75dab5c0fa6cc2e09c9d098f633a4a304ee064b1c0a47cf5dc1;354666cb524e0a5823f11c10cbba19777b812bb271932fb6780878fc52912ae9;3c9ab00fb8f78e0de30298bd2cc1fd09347fc8aa2a07cbc2cc780df729b0bdfd;427d190f62b54c2084d3532e76b1572719b054499dd74fd6e530ebdb1edf84f1;5f04190e3a490ae49c0c0d745ace64a547a5de815bb4d871709f3b854653e840;874f24b53ed1daa96c27500446336c44c04c963ecb229471dd0ba9e16d09aaa7;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7;fc0bfe92782ea1b6fac146da03a73a7b7c64ac29ba11851806821704534bf47d	UNRESOLVED		
SOLSEM-0C8D0FC3EB81	78810b033f7354415576a8a160ceadee08f2fb55e475197088051d615def89a4	2	IMP-DL-11EDF39EA7-S006;IMP-M2-68556E3D88-S006	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	IMP-M2-68556E3D88-P007
SOLSEM-ED4551663EAB	78e02a319a6eed9dacb661a06722053006497ab238674073e2ebe84746868ede	2	IMP-DL-117191C0EC-S029;IMP-M2-40A546CAA2-S029	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	32e2827c888032934f95688ca6fbea61bd37a3425d5094c119c4ee73969d561a	32e2827c888032934f95688ca6fbea61bd37a3425d5094c119c4ee73969d561a	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	32e2827c888032934f95688ca6fbea61bd37a3425d5094c119c4ee73969d561a	IMP-M2-40A546CAA2-P059
SOLSEM-CE7F5CCDDD36	7974a5de355292bc337c765aaefd109c6ce607eb4981e5f4aa0dead1a7993f62	2	IMP-DL-8D5CF4CFBA-S039;IMP-M3-89937139FC-S039	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	1e7bf447bd88b6292ee3b4470258a701dc9fa7aa86bf2e4939a1f5e8256ac994	1e7bf447bd88b6292ee3b4470258a701dc9fa7aa86bf2e4939a1f5e8256ac994	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	1e7bf447bd88b6292ee3b4470258a701dc9fa7aa86bf2e4939a1f5e8256ac994	IMP-M3-89937139FC-P030
SOLSEM-DBAE4C825BA1	79d28fa15697dbd061d31a5042a44403c088cfd1f00e448f5822d013ac4e4a8e	2	IMP-DL-8D5CF4CFBA-S045;IMP-M3-89937139FC-S045	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	7db99fd08dff28160f09835ddb6c9d9f34671b39c9595b1609152118cf9b3eda	7db99fd08dff28160f09835ddb6c9d9f34671b39c9595b1609152118cf9b3eda	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	7db99fd08dff28160f09835ddb6c9d9f34671b39c9595b1609152118cf9b3eda	IMP-M3-89937139FC-P035
SOLSEM-CF1852BB6EBE	79fe1666f1fb82aa266007a3d65b1f634886c36a82892f3fdac6b462e887c247	2	IMP-DL-7A55205E2C-S007;IMP-M2-2D41E1011A-S007	Downloads/theory-of-geometry-4.tex;MATH-ALLS-2/theory-of-geometry-4.tex	af6f1b916840c1422f971d13279365d3f372558238e117572dc6f45bb0eb655e	af6f1b916840c1422f971d13279365d3f372558238e117572dc6f45bb0eb655e	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	af6f1b916840c1422f971d13279365d3f372558238e117572dc6f45bb0eb655e	IMP-M2-2D41E1011A-P007
SOLSEM-684EA67CAE2B	7a44fe69186626f71cab83fdfaac65416e3f368f3e0554ec37378c51ee8a41e2	6	IMP-DL-3C59D9EE8B-S005;IMP-DL-40E9B7EE44-S005;IMP-DL-E1F1BB4192-S005;IMP-M3-0D398C7F27-S005;IMP-M3-17140B7F4C-S005;IMP-M3-D1A916E0DD-S005	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69	02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69	IMP-M3-0D398C7F27-P002
SOLSEM-8FFBB44EBA57	7a62acd7b70d8daba8fb72150fe1c35324c305ae79e8424d2591dddd70b4e5ed	4	IMP-DL-183AD43C4C-S019;IMP-DL-20E278E436-S019;IMP-M2-1895C43FC6-S019;IMP-M2-50B0B212DD-S019	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	50f0f53fe2172b81ca447c0ae76509251a04ea564c5a18470f741916d3c7ae04	IMP-M2-1895C43FC6-P023
SOLSEM-168915C28B22	7aabe65adabac0f55c1997ae70299750e0d66676fdcfbdcb4851d5eedc242cdb	2	IMP-DL-E532B44856-S014;IMP-M2-C037D998D4-S014	Downloads/theory-of-analysis-functions-II.tex;MATH-ALLS-2/theory-of-analysis-functions-II.tex	14b80422b997bfd97625aa2cbd1ce51fdec9666d5fbcb7a436fe5e0489010f67	14b80422b997bfd97625aa2cbd1ce51fdec9666d5fbcb7a436fe5e0489010f67	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	14b80422b997bfd97625aa2cbd1ce51fdec9666d5fbcb7a436fe5e0489010f67	IMP-M2-C037D998D4-P032
SOLSEM-2034E3D52A64	7b55adf52a0b89afba98851a87791a6c447d0c83d3b76a08b6561898233d624f	1	IMP-DL-12C1A20716-S009	Downloads/theory-of-algebraic-topology-10.tex	f9fe42f8fbb1c462ba7d417495c3065d9d49ac8bbb6fa64aada7697398e6ee07	f9fe42f8fbb1c462ba7d417495c3065d9d49ac8bbb6fa64aada7697398e6ee07	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	f9fe42f8fbb1c462ba7d417495c3065d9d49ac8bbb6fa64aada7697398e6ee07	IMP-DL-12C1A20716-P034
SOLSEM-99C8301BC809	7bd259d5a62e2cd4586c1949b563bd9eaa4c971c30be4ae7833f054e37c901eb	2	IMP-DL-D148B51FB7-S009;IMP-M3-5A5277EBFB-S009	Downloads/theory-of-differential-geometry-4.tex;MATH_ALLS-3/theory-of-differential-geometry-4.tex	981b9b384e2ab75ff3a1f903c9a9bb32e70c41070b87afb38dd9149b928e3b92	981b9b384e2ab75ff3a1f903c9a9bb32e70c41070b87afb38dd9149b928e3b92	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	981b9b384e2ab75ff3a1f903c9a9bb32e70c41070b87afb38dd9149b928e3b92	IMP-M3-5A5277EBFB-P018
SOLSEM-AFB1E9668E4C	7c9123ecca39a963a049e49afa06702f60d812e0c1ca46daa6b837ab7375aa76	2	IMP-DL-11EDF39EA7-S007;IMP-M2-68556E3D88-S007	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	9800cb7eec9c4dbe14e32994876727a360272fb834e90e13dc653fa450b0e0ad	IMP-M2-68556E3D88-P007
SOLSEM-1D655C52FE4B	7c93074b6562c4d600dd0ebae482b6f3de4888e9842789ee2819e676d4120511	2	IMP-DL-8D5CF4CFBA-S040;IMP-M3-89937139FC-S040	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	8190032c74d1d31d2a40d76b58e198453a56d515b1aa2fb79710d083a67b6774	8190032c74d1d31d2a40d76b58e198453a56d515b1aa2fb79710d083a67b6774	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	8190032c74d1d31d2a40d76b58e198453a56d515b1aa2fb79710d083a67b6774	IMP-M3-89937139FC-P031
SOLSEM-D4922A977FA2	7cafd6c325f4b2fb8e2e1dc906c80ae3a69f5cc3869a29bb422bce76b97cdae9	1	IMP-DL-0A9B1F0A75-S006	Downloads/theory-of-algebraic-geometry-9.tex	1009b7b308587764a2ab745b3bc5e7a335aaebbdcfd5d896787f69f896f17194	1009b7b308587764a2ab745b3bc5e7a335aaebbdcfd5d896787f69f896f17194	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	1009b7b308587764a2ab745b3bc5e7a335aaebbdcfd5d896787f69f896f17194	IMP-DL-0A9B1F0A75-P003
SOLSEM-11293DFF03A8	7d11c3bcb77f8534180e4a45e08906ccf12c7c852dd0942a6dc60b0789f06b67	6	IMP-DL-3C59D9EE8B-S004;IMP-DL-40E9B7EE44-S004;IMP-DL-E1F1BB4192-S004;IMP-M3-0D398C7F27-S004;IMP-M3-17140B7F4C-S004;IMP-M3-D1A916E0DD-S004	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859	cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859	IMP-M3-0D398C7F27-P001
SOLSEM-E50F1B17EB24	7d8e8cab3e81cd17a91775d28fa6bd476d2accfaea06a76c97da2629bed562eb	2	IMP-DL-E532B44856-S013;IMP-M2-C037D998D4-S013	Downloads/theory-of-analysis-functions-II.tex;MATH-ALLS-2/theory-of-analysis-functions-II.tex	9bdbf9b702e0da237238328701f287b4875368346263013235375c0e80e7ff7f	9bdbf9b702e0da237238328701f287b4875368346263013235375c0e80e7ff7f	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	9bdbf9b702e0da237238328701f287b4875368346263013235375c0e80e7ff7f	IMP-M2-C037D998D4-P029
SOLSEM-FF48CE33B3CB	7d987e30b9a8eea90ce0789719031cf77de30d345bb34944ae788ccc46f2f0f8	3	IMP-DL-BD3A6D53D0-S015;IMP-M2-E2BE0561BD-S015;IMP-M3-0F6B7A59EB-S015	Downloads/theory-of-differential-geometry-2.tex;MATH-ALLS-2/theory-of-differential-geometry-2.tex;MATH_ALLS-3/theory-of-differential-geometry-2.tex	5865a67c832e2aec19fd9da247b1ace6c90760996726475a6c22cad2e237c882	5865a67c832e2aec19fd9da247b1ace6c90760996726475a6c22cad2e237c882	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	5865a67c832e2aec19fd9da247b1ace6c90760996726475a6c22cad2e237c882	IMP-M3-0F6B7A59EB-P015
SOLSEM-EC76C4A5A111	7de814bc4645571f5fb8006b62de0e87f21a467c9011881c7ad4067b2adc3bb7	2	IMP-DL-E88547CF67-S017;IMP-M2-80D8AED0FF-S017	Downloads/theory-of-geometry-3.tex;MATH-ALLS-2/theory-of-geometry-3.tex	e2c77f548032d625f160b2e3502f18b1fd6fa90eaf71556101c9296f88632550	e2c77f548032d625f160b2e3502f18b1fd6fa90eaf71556101c9296f88632550	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	e2c77f548032d625f160b2e3502f18b1fd6fa90eaf71556101c9296f88632550	IMP-M2-80D8AED0FF-P036
SOLSEM-E225EAF362BC	7e3e2b57065861f6be7b7c8f1382a2734bb435f7e5e1036c4f94fcace68d2dba	1	IMP-M3-84A516D889-S003	MATH_ALLS-3/theory-of-algebraic-topology-2.tex	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	957683caf1ea83800c0112157eaa46d49648425c740531c0c680fef28d9d8d14	IMP-M3-84A516D889-P005
SOLSEM-430E116B7B76	80ca17a23ae1c352a90121f93c9c43f42ec508beccd8a4d00a192b9f19844b1f	2	IMP-DL-336732908A-S001;IMP-M2-805F474A19-S001	Downloads/theory-of-complex-analysis-next.tex;MATH-ALLS-2/theory-of-complex-analysis-next.tex		02fa0eac35042d44d9e9198a9eeade97a9866973f41753ea3e4f845781b64e13;03e5a15b17e79d34e74401c457b113c782851a99d37a8bb7060aefc95c892426;53b4c59d18a4cf6370c0bd44d070fcf510ed1260434ce5c5f6ad116d6995f37e;5ee2854c506f81ba9c303afe644bfc1398adfe79e9a70a7abd590fc758634140;874f24b53ed1daa96c27500446336c44c04c963ecb229471dd0ba9e16d09aaa7;ba0e2e034426c3942e049695baad0912ecd530af8adcb05d7397936b8858935e;cb24cd5613fd6f6c975ebf68819bfd0917d8efb9cfd1894170adf7f44624e9ff;d4cb1846c9c0ffdd2c52e9b49af0aa66ad8e9951396b4e4d7fe50dd57ecf8dd7	UNRESOLVED		
SOLSEM-640565A5FCFA	8114a43b86133689f25c4a65607befb1c9f5c7c25965635a13bea649b9d93ccb	2	IMP-DL-E88547CF67-S016;IMP-M2-80D8AED0FF-S016	Downloads/theory-of-geometry-3.tex;MATH-ALLS-2/theory-of-geometry-3.tex	f5aa42c28d90aff22f306efbb8c624c53d3635a31e5c78cf99622aebd696be2e	f5aa42c28d90aff22f306efbb8c624c53d3635a31e5c78cf99622aebd696be2e	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	f5aa42c28d90aff22f306efbb8c624c53d3635a31e5c78cf99622aebd696be2e	IMP-M2-80D8AED0FF-P034
SOLSEM-B3BF7E7577C1	815fae886621ce643c3928ab6fce05d795e48ac41c5c8b7a912c1e867d5cda66	2	IMP-DL-D27460A55B-S002;IMP-DL-D27460A55B-S003	Downloads/theory-of-algebraic-geometry-5.tex	59a9e298db64daa3e18ac1bbfb17f413c2708d9403a42f9e83dc9e0e74787e09;7c515fa19f417e33dc4f8c0c2df46816c25302ed48313351f8b0ae2c11ef022e	59a9e298db64daa3e18ac1bbfb17f413c2708d9403a42f9e83dc9e0e74787e09;7c515fa19f417e33dc4f8c0c2df46816c25302ed48313351f8b0ae2c11ef022e	UNRESOLVED		
SOLSEM-12AA99721BEE	8197a7e55a031f4d316035426e034370696abb1bc9d3536a8db9b1da139a0726	1	IMP-DL-2E134BF207-S001	Downloads/theory-of-algebraic-topology-5.tex	13cdaa6c07d7cd4c13a9440fe2bdf57b927f6e3ccb1f5b86208a8a9c23dd534c	13cdaa6c07d7cd4c13a9440fe2bdf57b927f6e3ccb1f5b86208a8a9c23dd534c	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	13cdaa6c07d7cd4c13a9440fe2bdf57b927f6e3ccb1f5b86208a8a9c23dd534c	IMP-DL-2E134BF207-P001
SOLSEM-6E826C9510F1	8202114f3dc8a2fb725cc9e5ceee8f62eeb47b0d68379d3b532b064b05f5fa5c	6	IMP-DL-3C59D9EE8B-S003;IMP-DL-40E9B7EE44-S003;IMP-DL-E1F1BB4192-S003;IMP-M3-0D398C7F27-S003;IMP-M3-17140B7F4C-S003;IMP-M3-D1A916E0DD-S003	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex		00b03f59d1db1fe6893710085fccce79b6ea3b0868cd3119780e8a8d61a90070;01a65ef054e5c205c68ae19f5a3e1d679fff7d8d918699852978f07fe084ea16;0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e;25eee985e28a09e30ad1dd64f740501e008a193fdfb41467fa9018d084658091;6e475b9a1433d6c9b491bac9ec5bd87cc55c9a9ec3049123b7d9e11a1f109cf7;97f5c474b4c3ac3bd9da1088860176e249cb71e9aae1968f5152a6f8e2b3959f;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;b2f52cedab21f710d32d78dc4d3b037749763a1071815315988b7703d7cd783f;b5329f8c59d5e3a22f134977c47493937d5230b5e6106a7109d2b5424078ba66;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;efb86b28aca0d431b111975c48163511ca44cebaba71b490580da23d6275cfbb	UNRESOLVED		
SOLSEM-3318CEB8B8A9	828e604cdeab5ae8e483a9f61f41469f3ece8137d711c4472955ab7a185c25fc	2	IMP-DL-D148B51FB7-S016;IMP-M3-5A5277EBFB-S016	Downloads/theory-of-differential-geometry-4.tex;MATH_ALLS-3/theory-of-differential-geometry-4.tex	134b52a95975e1ee444d7a4277c046ae973129e125fcf1a32b8d3b56e41df0e9	134b52a95975e1ee444d7a4277c046ae973129e125fcf1a32b8d3b56e41df0e9	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	134b52a95975e1ee444d7a4277c046ae973129e125fcf1a32b8d3b56e41df0e9	IMP-M3-5A5277EBFB-P024
SOLSEM-EFF7296A94DD	82984878f0679d49c293af34b7ecc9ae33338df30d531cdf7271351393575b2e	2	IMP-DL-3CA1CB77F7-S020;IMP-M2-F08D4144EA-S020	Downloads/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	bf81e4a318d67be1cc986cd189c543662d22944f38212d535b3e3940e96578b1	IMP-M2-F08D4144EA-P013
SOLSEM-B2E98A129880	83116077157856b03a142a36a2b4933bc21007252a02f8ce1697e750f9c8f932	2	IMP-DL-8D5CF4CFBA-S029;IMP-M3-89937139FC-S029	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	72528fb3d1c0f9d4eb89421d4812a180ee68e3182e4ffe6d72618d18bc488a4f	72528fb3d1c0f9d4eb89421d4812a180ee68e3182e4ffe6d72618d18bc488a4f	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	72528fb3d1c0f9d4eb89421d4812a180ee68e3182e4ffe6d72618d18bc488a4f	IMP-M3-89937139FC-P022
SOLSEM-597B0CD318B4	83399aa5c6ea9abcefc55d64db5e351cf2b7f39a4ceeb700d9e576fe5222908c	2	IMP-DL-8D5CF4CFBA-S018;IMP-M3-89937139FC-S018	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	31e3250b18599a477cb88ba3d9f447da637abe8ff428fcec9e278dacf25958bb	31e3250b18599a477cb88ba3d9f447da637abe8ff428fcec9e278dacf25958bb	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	31e3250b18599a477cb88ba3d9f447da637abe8ff428fcec9e278dacf25958bb	IMP-M3-89937139FC-P017
SOLSEM-2E3C5B8FA9E9	83b96b4f148a2305aa2a62dbcf3ea03669724ffb192e6ce213f24a1c7e20ceab	2	IMP-DL-D4351A3BBD-S001;IMP-M2-721AD91C7F-S001	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	c1c6718938f178fa6753fb9522deb6a0033c58346e1171a5e52066a575fc8cf5	c1c6718938f178fa6753fb9522deb6a0033c58346e1171a5e52066a575fc8cf5	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	c1c6718938f178fa6753fb9522deb6a0033c58346e1171a5e52066a575fc8cf5	IMP-M2-721AD91C7F-P005
SOLSEM-9157C7B2C02A	83d303fb66e55a6355b0daf51ebdb4e99037c560b76b998ff1b23347eb70be99	2	IMP-DL-11EDF39EA7-S019;IMP-M2-68556E3D88-S019	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	35f51941e263b7709178252244ceccf2df70c9e4379ee42b65b5e327f270933d	35f51941e263b7709178252244ceccf2df70c9e4379ee42b65b5e327f270933d	RESOLVED_BY_SOLUTION_TEXT_DUPLICATE	35f51941e263b7709178252244ceccf2df70c9e4379ee42b65b5e327f270933d	IMP-M2-68556E3D88-P031
