statement_hash	semantic_problem_id	representative_problem_id	member_count	member_problem_ids	source_files	source_collections	problem_types	source_problem_numbers	aggregate_solution_ids	aggregate_hint_ids	solution_availability	review_status
6acfcc2f29679cf51d5dca85eaf35f5bf3eae17333b01a66384cef347a3b185b	SEM-6ACFCC2F2967	IMP-DL-E0B80C696E-P007	1	IMP-DL-E0B80C696E-P007	Downloads/theory-of-algebraic-topology-7.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6ad768baf7117b3435ec4796accbfdafb9761ca5c6f0603c2119f71b72fba380	SEM-6AD768BAF711	IMP-DL-D148B51FB7-P033	2	IMP-DL-D148B51FB7-P033;IMP-M3-5A5277EBFB-P033	Downloads/theory-of-differential-geometry-4.tex;MATH_ALLS-3/theory-of-differential-geometry-4.tex	Downloads;MATH_ALLS-3	PROBLEM	4	IMP-DL-D148B51FB7-S027;IMP-M3-5A5277EBFB-S027		YES	NEEDS_EDITORIAL_REVIEW
6ad87417e976c31e263c2852138529bbf8f4fd7d59ae5afaffcd8f41985c5d8e	SEM-6AD87417E976	IMP-DL-18BC6F795C-P004	1	IMP-DL-18BC6F795C-P004	Downloads/theory-of-algebraic-topology-9.tex	Downloads	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
6adf3ff2435db15399357118360fdb1758a7d984a64d7a541d15cadcb8436b68	SEM-6ADF3FF2435D	IMP-DL-11EDF39EA7-P005	2	IMP-DL-11EDF39EA7-P005;IMP-M2-68556E3D88-P005	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	Downloads;MATH-ALLS-2	EXERCISE	3.3.	IMP-DL-11EDF39EA7-S003;IMP-M2-68556E3D88-S003		YES	NEEDS_EDITORIAL_REVIEW
6af2a5d46c88d419843801962e0e79497606d13be7b77b78f21fe5a810d75989	SEM-6AF2A5D46C88	IMP-DL-8D5CF4CFBA-R003171-6AF2A5D4	2	IMP-DL-8D5CF4CFBA-R003171-6AF2A5D4;IMP-M3-89937139FC-R003171-6AF2A5D4	Downloads/theory-of-linear-algebra-2.tex;MATH_ALLS-3/theory-of-linear-algebra-2.tex	Downloads;MATH_ALLS-3	PROBLEM	4			NO	NEEDS_EDITORIAL_REVIEW
6b07223f6d24bbe79dc8c4546a86a59fb688cf4ab2b2b16b5f6c0f7f2678f928	SEM-6B07223F6D24	IMP-DL-316AE183C3-P053	2	IMP-DL-316AE183C3-P053;IMP-M2-303BB87ACE-P053	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	Downloads;MATH-ALLS-2	EXERCISE	7	IMP-DL-316AE183C3-S009;IMP-M2-303BB87ACE-S009		YES	NEEDS_EDITORIAL_REVIEW
6b081990d4e5973f6e3b2baf3ac45dd6826985826d3a9540a5f1804c0cc6e2e0	SEM-6B081990D4E5	IMP-DL-1068DBED71-P076	4	IMP-DL-1068DBED71-P076;IMP-DL-CAA415139D-P076;IMP-M3-F4E66B2919-P076;IMP-M3-FCB1647DD6-P076	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
6b179fbd1735587a02e3f3cf0f10dc9799c163a1fafde24158546ad51f258a51	SEM-6B179FBD1735	IMP-DL-D18914CBBD-P057	2	IMP-DL-D18914CBBD-P057;IMP-M3-78B3C1B707-P057	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	10			NO	NEEDS_EDITORIAL_REVIEW
6b415d48d37a0f6687051cf43a88dc4d22b0cd3b09282b7dca47cac650ea12a1	SEM-6B415D48D37A	IMP-DL-4DEBE28720-P016	2	IMP-DL-4DEBE28720-P016;IMP-M3-8E395763C8-P016	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6b86559842a71cf9253cf764ec62deb4ba8844715d6833c021d835d9e273a134	SEM-6B86559842A7	IMP-DL-A99C7658F3-PSR003138-6B865598	1	IMP-DL-A99C7658F3-PSR003138-6B865598	Downloads/theory-of-algebraic-geometry-2.tex	Downloads	EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6b8c3f36496ddea7341205f1b49176ed9692bf2aab4ac759a88ac17bda9262db	SEM-6B8C3F36496D	IMP-DL-314EAD1F3C-R001675-6B8C3F36	1	IMP-DL-314EAD1F3C-R001675-6B8C3F36	Downloads/theory-of-algebraic-topology-12.tex	Downloads	PROBLEM	12			NO	NEEDS_EDITORIAL_REVIEW
6b9556667b237900051cb42017ff6da0117c75bcb70905288405e11dcc70d6cb	SEM-6B9556667B23	IMP-DL-A978FB3162-R004119-6B955666	1	IMP-DL-A978FB3162-R004119-6B955666	Downloads/theory-of-algebraic-topology-4.tex	Downloads	PROBLEM	statement			NO	NEEDS_EDITORIAL_REVIEW
6ba376a34a2c374c730d3952c34d07a335c987dc31ed2f0cb4fa4ba5e62b4602	SEM-6BA376A34A2C	IMP-DL-A11279CC33-P024	2	IMP-DL-A11279CC33-P024;IMP-M3-73E0197CF3-P024	Downloads/theory-of-commutative-algebra-6.tex;MATH_ALLS-3/theory-of-commutative-algebra-6.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6ba69b0b2a5770c68f6767bc3beb87f937e8d520c620f3f8a87fd07ec325e137	SEM-6BA69B0B2A57	IMP-DL-183AD43C4C-P022	6	IMP-DL-183AD43C4C-P022;IMP-DL-20E278E436-P022;IMP-DL-9EC07956DD-P001;IMP-M2-1895C43FC6-P022;IMP-M2-50B0B212DD-P022;IMP-M2-844641160C-P001	Downloads/ex38g_ex39.tex;Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/ex38g_ex39.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	3.8	IMP-DL-183AD43C4C-S009;IMP-DL-20E278E436-S009;IMP-DL-9EC07956DD-S001;IMP-M2-1895C43FC6-S009;IMP-M2-50B0B212DD-S009;IMP-M2-844641160C-S001		YES	NEEDS_EDITORIAL_REVIEW
6bc345d81ebc89af20d717b57a6b22d15338e391453630770c95cf866819e68b	SEM-6BC345D81EBC	IMP-DL-314EAD1F3C-R002932-6BC345D8	1	IMP-DL-314EAD1F3C-R002932-6BC345D8	Downloads/theory-of-algebraic-topology-12.tex	Downloads	PROBLEM	14.	IMP-DL-314EAD1F3C-S005		YES	NEEDS_EDITORIAL_REVIEW
6bc4f6bf6b52ac1d9cdc9150ae402ad0b1a0580518e0f14e8cc563aded207dfb	SEM-6BC4F6BF6B52	IMP-DL-3E276561C4-P041	2	IMP-DL-3E276561C4-P041;IMP-M3-AB2FCA292B-P041	Downloads/theory-of-linear-algebra-1.tex;MATH_ALLS-3/theory-of-linear-algebra-1.tex	Downloads;MATH_ALLS-3	PROBLEM	11	IMP-DL-3E276561C4-S062;IMP-M3-AB2FCA292B-S062		YES	NEEDS_EDITORIAL_REVIEW
6c1c2e13f9f0251f2742812432670c748a9879e3b8f64c2ccd3dcad4b34d7e6e	SEM-6C1C2E13F9F0	IMP-DL-D6E9B3BC73-R001035-6C1C2E13	2	IMP-DL-D6E9B3BC73-R001035-6C1C2E13;IMP-M3-422B74F85F-R001032-6C1C2E13	Downloads/theory-of-algebraic-topology-1.tex;MATH_ALLS-3/theory-of-algebraic-topology-1.tex	Downloads;MATH_ALLS-3	PROBLEM	4			NO	NEEDS_EDITORIAL_REVIEW
6c2b4c10337df85d42c15e87ffa56d253570f97671857d15ac7864a04a32a2a1	SEM-6C2B4C10337D	IMP-DL-117191C0EC-P028	2	IMP-DL-117191C0EC-P028;IMP-M2-40A546CAA2-P028	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	Downloads;MATH-ALLS-2	PROBLEM	12	IMP-DL-117191C0EC-S017;IMP-M2-40A546CAA2-S017		YES	NEEDS_EDITORIAL_REVIEW
6c3223e46238833037ad38f2fc769d7baf7f3671e0b8d7e558c53b7bce586ab3	SEM-6C3223E46238	IMP-DL-6447F1B120-R000174-6C3223E4	1	IMP-DL-6447F1B120-R000174-6C3223E4	Downloads/theory-of-algebraic-topology-11.tex	Downloads	PROBLEM	2			NO	NEEDS_EDITORIAL_REVIEW
6c34960246135d6d7a952cba69aa1a6e3ed506b78b3ab38708d1c6cfc27069b9	SEM-6C3496024613	IMP-DL-98972A6B93-P027	2	IMP-DL-98972A6B93-P027;IMP-M2-355EA0996F-P027	Downloads/theory-of-geometry-II.tex;MATH-ALLS-2/theory-of-geometry-II.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6c3b27c8beb3e152f2ee619e3e7be80eb27306d78de3af98836852246b8a7025	SEM-6C3B27C8BEB3	IMP-DL-1068DBED71-P062	4	IMP-DL-1068DBED71-P062;IMP-DL-CAA415139D-P062;IMP-M3-F4E66B2919-P062;IMP-M3-FCB1647DD6-P062	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6c52be12cb7a5257ae4bbf9e0bb6bc476388995c4da6caf9e7e3384c798ab545	SEM-6C52BE12CB7A	IMP-DL-11EDF39EA7-P004	2	IMP-DL-11EDF39EA7-P004;IMP-M2-68556E3D88-P004	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	Downloads;MATH-ALLS-2	EXERCISE	3.2.	IMP-DL-11EDF39EA7-S002;IMP-M2-68556E3D88-S002		YES	NEEDS_EDITORIAL_REVIEW
6c534cc843ee17c743b30e3ccdfeb0b76c7ce3b40f88f5f0640e47abe408b1bf	SEM-6C534CC843EE	IMP-DL-D18914CBBD-P070	2	IMP-DL-D18914CBBD-P070;IMP-M3-78B3C1B707-P070	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	13			NO	NEEDS_EDITORIAL_REVIEW
6c56238c1b202bf062b41192eda8bf21cd524394b3a7cdf4305c420662d533ad	SEM-6C56238C1B20	IMP-DL-4DEBE28720-P105	2	IMP-DL-4DEBE28720-P105;IMP-M3-8E395763C8-P105	Downloads/theory-of-commutative-algebra-13.tex;MATH_ALLS-3/theory-of-commutative-algebra-13.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	8			NO	NEEDS_EDITORIAL_REVIEW
6c9b3769aea7232db42789536b474b66498e4759f412c6caab4c51b5db44354a	SEM-6C9B3769AEA7	IMP-DL-3C59D9EE8B-P118	2	IMP-DL-3C59D9EE8B-P118;IMP-M3-D1A916E0DD-P118	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex	Downloads;MATH_ALLS-3	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6cad893c3bf0cc2e244563ef3c511b0e40d8ac418bbb470a2240a8be12f68110	SEM-6CAD893C3BF0	IMP-DL-183AD43C4C-PSR003570-6CAD893C	2	IMP-DL-183AD43C4C-PSR003570-6CAD893C;IMP-M2-1895C43FC6-PSR003570-6CAD893C	Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
6cb264b16f94c0f47a9c539646d460b3878e10e1fd16b140db59887b24a3b665	SEM-6CB264B16F94	IMP-DL-D4351A3BBD-P006	2	IMP-DL-D4351A3BBD-P006;IMP-M2-721AD91C7F-P006	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	Downloads;MATH-ALLS-2	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6cc06b267141dd8a118055b0e9501eeeaf50816bfa87dbf9e2dcd7b70f520bea	SEM-6CC06B267141	IMP-DL-1068DBED71-P028	4	IMP-DL-1068DBED71-P028;IMP-DL-CAA415139D-P028;IMP-M3-F4E66B2919-P028;IMP-M3-FCB1647DD6-P028	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6cd3f9b4fafd6de1242319232bc9effa5d4b78fc2e39b12ae74d87adfaa16973	SEM-6CD3F9B4FAFD	IMP-DL-11EDF39EA7-P013	2	IMP-DL-11EDF39EA7-P013;IMP-M2-68556E3D88-P013	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	Downloads;MATH-ALLS-2	EXERCISE	4.3			NO	NEEDS_EDITORIAL_REVIEW
6ce783a8c54f893682b3fc8d95ae24c7617fe762cccbb940d8096e35ddb1aab0	SEM-6CE783A8C54F	IMP-DL-0B4CC237FA-SPR002804-6CE783A8	1	IMP-DL-0B4CC237FA-SPR002804-6CE783A8	Downloads/theory-of-algebraic-geometry-3.tex	Downloads	EXAMPLE	14.			NO	NEEDS_EDITORIAL_REVIEW
6d2cccef82be7c40e302ac9510efaaf53a0e3c25d724bb8bc914f823570fb01a	SEM-6D2CCCEF82BE	IMP-DL-2E134BF207-P059	1	IMP-DL-2E134BF207-P059	Downloads/theory-of-algebraic-topology-5.tex	Downloads	PROBLEM_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6d2ea8b1b619df865059ba8ca31268a4f8df9d338f4ef98fbed4405d3b29d4cd	SEM-6D2EA8B1B619	IMP-DL-D18914CBBD-P076	2	IMP-DL-D18914CBBD-P076;IMP-M3-78B3C1B707-P076	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	5			NO	NEEDS_EDITORIAL_REVIEW
6d3f1261c1e39739af8843daa629e5d33b26de3167d2492059126cacd264f330	SEM-6D3F1261C1E3	IMP-DL-31FF76D7B8-P015	1	IMP-DL-31FF76D7B8-P015	Downloads/theory-of-algebraic-topology-16.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6d4077450824460636ad8a2340cff3b3b30b7adb31640c0c5a5ec8be64f0a9f8	SEM-6D4077450824	IMP-DL-BD3A6D53D0-P005	3	IMP-DL-BD3A6D53D0-P005;IMP-M2-E2BE0561BD-P005;IMP-M3-0F6B7A59EB-P005	Downloads/theory-of-differential-geometry-2.tex;MATH-ALLS-2/theory-of-differential-geometry-2.tex;MATH_ALLS-3/theory-of-differential-geometry-2.tex	Downloads;MATH-ALLS-2;MATH_ALLS-3	PROBLEM	1.	IMP-DL-BD3A6D53D0-S005;IMP-M2-E2BE0561BD-S005;IMP-M3-0F6B7A59EB-S005		YES	NEEDS_EDITORIAL_REVIEW
6d5ea94464bbf75558c552df31196b9238be18973555ff6f7887b6951c4a541e	SEM-6D5EA94464BB	IMP-DL-183AD43C4C-R000796-6D5EA944	4	IMP-DL-183AD43C4C-R000796-6D5EA944;IMP-DL-20E278E436-R000738-6D5EA944;IMP-M2-1895C43FC6-R000796-6D5EA944;IMP-M2-50B0B212DD-R000738-6D5EA944	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	4.7	IMP-DL-183AD43C4C-S017;IMP-DL-20E278E436-S017;IMP-M2-1895C43FC6-S017;IMP-M2-50B0B212DD-S017		YES	NEEDS_EDITORIAL_REVIEW
6d8bbaf4df13953385a2c9812d011738bc1b9f181ac0056bbc6914ef286eb29f	SEM-6D8BBAF4DF13	IMP-DL-E4D9F7AB6B-PSR005373-6D8BBAF4	1	IMP-DL-E4D9F7AB6B-PSR005373-6D8BBAF4	Downloads/theory-of-algebraic-topology-13.tex	Downloads	EXAMPLE	5.			NO	NEEDS_EDITORIAL_REVIEW
6d94f1a1261b53e7f06b8dbc4ad11c4c85b8e6bb3aa7e52e437f60c8eb8e3344	SEM-6D94F1A1261B	IMP-DL-2370D81D66-P078	2	IMP-DL-2370D81D66-P078;IMP-M2-D036BAB254-P078	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	EXERCISE	2.9.			NO	NEEDS_EDITORIAL_REVIEW
6d977ba694f087e625b5239c219b0f94df5dd2de8948e4c77d6e21d27195dbf5	SEM-6D977BA694F0	IMP-DL-2370D81D66-P037	2	IMP-DL-2370D81D66-P037;IMP-M2-D036BAB254-P037	Downloads/theory-of-analysis-FD.tex;MATH-ALLS-2/theory-of-analysis-FD.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
6daa08ea557c0dcef0bb3788ffe4c099537b3aedcbe6589c1f89f094c2f8ba15	SEM-6DAA08EA557C	IMP-DL-D18914CBBD-R002258-6DAA08EA	2	IMP-DL-D18914CBBD-R002258-6DAA08EA;IMP-M3-78B3C1B707-R002258-6DAA08EA	Downloads/theory-of-commutative-algebra-11.tex;MATH_ALLS-3/theory-of-commutative-algebra-11.tex	Downloads;MATH_ALLS-3	EXAMPLE	2			NO	NEEDS_EDITORIAL_REVIEW
6ddbdfc43772df8580c12529abe178177c2d5042cb3658f7472ebf0b615abfa2	SEM-6DDBDFC43772	IMP-DL-E532B44856-P025	2	IMP-DL-E532B44856-P025;IMP-M2-C037D998D4-P025	Downloads/theory-of-analysis-functions-II.tex;MATH-ALLS-2/theory-of-analysis-functions-II.tex	Downloads;MATH-ALLS-2	WORKED_EXAMPLE	C			NO	NEEDS_EDITORIAL_REVIEW
6e0188bf8ab1c3fcde2c42e1c5f815e7aabdbdb01554bd576690fec73e28e924	SEM-6E0188BF8AB1	IMP-DL-3190BA882C-P017	2	IMP-DL-3190BA882C-P017;IMP-M3-CABB372599-P017	Downloads/theory-of-commutative-algebra-15.tex;MATH_ALLS-3/theory-of-commutative-algebra-15.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6e0f48d861a30541032da1a9a0577633d8287db0d3ab2041bd74d569981e9d2c	SEM-6E0F48D861A3	IMP-DL-873C6F4098-P085	2	IMP-DL-873C6F4098-P085;IMP-M2-CFC28ED568-P085	Downloads/theory-of-analysis-II.tex;MATH-ALLS-2/theory-of-analysis-II.tex	Downloads;MATH-ALLS-2	PROBLEM	1	IMP-DL-873C6F4098-S019;IMP-M2-CFC28ED568-S019		YES	NEEDS_EDITORIAL_REVIEW
6e29fdb5fe113cea81815cfbc8358be8d67ddd47d8d919d0d25bb64bd6c32a02	SEM-6E29FDB5FE11	IMP-DL-0E3E7EC766-R002210-6E29FDB5	1	IMP-DL-0E3E7EC766-R002210-6E29FDB5	Downloads/theory-of-algebraic-geometry-1.tex	Downloads	EXAMPLE	4			NO	NEEDS_EDITORIAL_REVIEW
6e35886f4f251eddbe4d8c24bbfda8965a841b114ad91dc88063b36f879068dc	SEM-6E35886F4F25	IMP-DL-316AE183C3-P077	2	IMP-DL-316AE183C3-P077;IMP-M2-303BB87ACE-P077	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6e44c51460eb12031aa6c69b122f689af87f35c1df0b7efe20a64698f9de9ef5	SEM-6E44C51460EB	IMP-DL-1068DBED71-P065	4	IMP-DL-1068DBED71-P065;IMP-DL-CAA415139D-P065;IMP-M3-F4E66B2919-P065;IMP-M3-FCB1647DD6-P065	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	3			NO	NEEDS_EDITORIAL_REVIEW
6e475b9a1433d6c9b491bac9ec5bd87cc55c9a9ec3049123b7d9e11a1f109cf7	SEM-6E475B9A1433	IMP-DL-535B6F59C6-SPR000767-6E475B9A	2	IMP-DL-535B6F59C6-SPR000767-6E475B9A;IMP-M3-0753B8F46B-SPR000767-6E475B9A	Downloads/theory-of-commutative-algebra-4.tex;MATH_ALLS-3/theory-of-commutative-algebra-4.tex	Downloads;MATH_ALLS-3	PROBLEM	12(b)	IMP-DL-535B6F59C6-S004;IMP-M3-0753B8F46B-S004		YES	NEEDS_EDITORIAL_REVIEW
6e637da60622b727050c00157642eca2cabd3afdfd1b38424f59b898f8346292	SEM-6E637DA60622	IMP-DL-8016517B0A-P006	3	IMP-DL-8016517B0A-P006;IMP-M2-2B58694CBF-P006;IMP-M3-911366A7C5-P006	Downloads/theory-of-differential-geometry-1.tex;MATH-ALLS-2/theory-of-differential-geometry-1.tex;MATH_ALLS-3/theory-of-differential-geometry-1.tex	Downloads;MATH-ALLS-2;MATH_ALLS-3	PROBLEM_ITEM	Smooth atlas			NO	NEEDS_EDITORIAL_REVIEW
6e8a31046db06a07f0e9ec5aa0237840ee5d9803b80ff893c031212a16c0a55e	SEM-6E8A31046DB0	IMP-DL-D4351A3BBD-P032	2	IMP-DL-D4351A3BBD-P032;IMP-M2-721AD91C7F-P032	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	Downloads;MATH-ALLS-2	PROBLEM	6	IMP-DL-D4351A3BBD-S007;IMP-DL-D4351A3BBD-S008;IMP-M2-721AD91C7F-S007;IMP-M2-721AD91C7F-S008		YES	NEEDS_EDITORIAL_REVIEW
6ea2fd7d3f83b4711d652a4d8b10a061226f20b5991fe554bf9a0a01a0ffa82c	SEM-6EA2FD7D3F83	IMP-DL-887B7B83F4-P009	1	IMP-DL-887B7B83F4-P009	Downloads/sheaves_notes_reorganized.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6ebdb76dc43069da3397fe33e437d8fbbdb114600f5a166775b6fd5959366c82	SEM-6EBDB76DC430	IMP-DL-64E478D7C4-P002	2	IMP-DL-64E478D7C4-P002;IMP-M3-9D560B8960-P002	Downloads/theory-of-differential-geometry-MATH3D.tex;MATH_ALLS-3/theory-of-differential-geometry-MATH3D.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	1			NO	NEEDS_EDITORIAL_REVIEW
6ee5c55956c0122c6ced14bd425360883d27023194bd0dcf2df922f03867794e	SEM-6EE5C55956C0	IMP-DL-183AD43C4C-P020	8	IMP-DL-183AD43C4C-P020;IMP-DL-20E278E436-P020;IMP-DL-D171CB8A69-P001;IMP-DL-DCF8055ABA-P001;IMP-M2-1895C43FC6-P020;IMP-M2-47AEA48DAF-P001;IMP-M2-50B0B212DD-P020;IMP-M2-E61801FB4F-P001	Downloads/merged_exercises_FULL_v2 (1).tex;Downloads/merged_exercises_FULL_v2 (2).tex;Downloads/merged_exercises_FULL_v2 (3).tex;Downloads/theory-of-real-analysis.tex;MATH-ALLS-2/merged_exercises_FULL_v2 (1).tex;MATH-ALLS-2/merged_exercises_FULL_v2 (2).tex;MATH-ALLS-2/merged_exercises_FULL_v2 (3).tex;MATH-ALLS-2/theory-of-real-analysis.tex	Downloads;MATH-ALLS-2	EXERCISE	3.6	IMP-DL-183AD43C4C-S003;IMP-DL-183AD43C4C-S004;IMP-DL-183AD43C4C-S005;IMP-DL-20E278E436-S003;IMP-DL-20E278E436-S004;IMP-DL-20E278E436-S005;IMP-DL-D171CB8A69-S001;IMP-DL-D171CB8A69-S002;IMP-DL-D171CB8A69-S003;IMP-DL-DCF8055ABA-S001;IMP-DL-DCF8055ABA-S002;IMP-DL-DCF8055ABA-S003;IMP-M2-1895C43FC6-S003;IMP-M2-1895C43FC6-S004;IMP-M2-1895C43FC6-S005;IMP-M2-47AEA48DAF-S001;IMP-M2-47AEA48DAF-S002;IMP-M2-47AEA48DAF-S003;IMP-M2-50B0B212DD-S003;IMP-M2-50B0B212DD-S004;IMP-M2-50B0B212DD-S005;IMP-M2-E61801FB4F-S001;IMP-M2-E61801FB4F-S002;IMP-M2-E61801FB4F-S003		YES	NEEDS_EDITORIAL_REVIEW
6ef13a85b723282226592b04d1fbe3a76ba3f8db33f8493975154d42bf756327	SEM-6EF13A85B723	IMP-DL-316AE183C3-P063	2	IMP-DL-316AE183C3-P063;IMP-M2-303BB87ACE-P063	Downloads/theory-of-analysis-functions.tex;MATH-ALLS-2/theory-of-analysis-functions.tex	Downloads;MATH-ALLS-2	EXERCISE_ITEM				NO	NEEDS_EDITORIAL_REVIEW
6f05b2aac8668ec51c065f18225cf5df83c249062993c0d7960b7a66d7958fdf	SEM-6F05B2AAC866	IMP-DL-40C58AD550-P009	1	IMP-DL-40C58AD550-P009	Downloads/theory-of-algebraic-geometry-4.tex	Downloads	WORKED_EXAMPLE				NO	NEEDS_EDITORIAL_REVIEW
6f2609dff447a367777817492c72d32f714e08bb6952de10e7fa6acc02825644	SEM-6F2609DFF447	IMP-DL-873C6F4098-P022	2	IMP-DL-873C6F4098-P022;IMP-M2-CFC28ED568-P022	Downloads/theory-of-analysis-II.tex;MATH-ALLS-2/theory-of-analysis-II.tex	Downloads;MATH-ALLS-2	PROBLEM	13	IMP-DL-873C6F4098-S007;IMP-M2-CFC28ED568-S007		YES	NEEDS_EDITORIAL_REVIEW
6f61b58efc3dd9891a2b535675fecdcf79e5b1b4675613e901b916688cc83039	SEM-6F61B58EFC3D	IMP-DL-8016517B0A-P001	3	IMP-DL-8016517B0A-P001;IMP-M2-2B58694CBF-P001;IMP-M3-911366A7C5-P001	Downloads/theory-of-differential-geometry-1.tex;MATH-ALLS-2/theory-of-differential-geometry-1.tex;MATH_ALLS-3/theory-of-differential-geometry-1.tex	Downloads;MATH-ALLS-2;MATH_ALLS-3	PROBLEM_ITEM	Topological $n$-manifold			NO	NEEDS_EDITORIAL_REVIEW
6f836e3df703348d0d28f5612377374814423324f3d71dcb629648942cf589aa	SEM-6F836E3DF703	IMP-DL-31FF76D7B8-P007	1	IMP-DL-31FF76D7B8-P007	Downloads/theory-of-algebraic-topology-16.tex	Downloads	PROBLEM	9			NO	NEEDS_EDITORIAL_REVIEW
6f849950d3aa6479baacf3fd3588c7a1de56bb2d4c284bf2a4052572704492f0	SEM-6F849950D3AA	IMP-DL-D6E9B3BC73-P022	2	IMP-DL-D6E9B3BC73-P022;IMP-M3-422B74F85F-P022	Downloads/theory-of-algebraic-topology-1.tex;MATH_ALLS-3/theory-of-algebraic-topology-1.tex	Downloads;MATH_ALLS-3	WORKED_EXAMPLE	1.			NO	NEEDS_EDITORIAL_REVIEW
