volume	asset	sha256	classification	canonical_target	evidence	action
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_04.tex	05955d5a0bce73fc2958690a35b5c5b3037147a916b504abfc44fd3f71aa5b5e	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_05.tex	5900d78141aca5de85857222f96615016cb8d2fdfc2a73b51731c5c1b077e2dc	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_06.tex	20f1261830890399e9fedf693baa121f94ccbc6fdfbf1dbfa6a2e31afdcc346a	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_07.tex	4485cb2beac07d4e04dd6124729eba1d65c218ccae6a063adda71c3e7774f36a	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_08.tex	65672dd014c4081234cb2a5a692e042e54b0f6a2697d2d9c97624cddaa261bd9	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_09.tex	0e457de10b2bdbe13ff518d62c53d21b5b695d2931790af5d684a57e6c7fb587	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_10.tex	27327eaa2cbecc176f9cda372490fa5bed8348cb08efbe8f4d3b126d5cb90231	USED	books/vol06_algebraic_geometry/chapters/ch22_open_closed_subschemes/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_01.tex	d2d2210422d23f3683834760368ad5a3778c788b042c7ccd6394fa73efb294b8	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_02.tex	fa974b569dd3c9b23243bdc3eb716c18124bb15a5c401c77210ac33ab0e0773e	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_03.tex	e695fef0d481451c90ab36d7a40580a8b9dfcf961a21a7998b3a2838845afac3	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_04.tex	59223e5ce8451cb2f26bd4b89af4bed5f5f0f56111e1b96cc242b02409edc172	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_05.tex	ab149a8d0fdc7bdafd4e4d6c00d7378c0d2680f62b25be340cd44ba6fbb36eff	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_06.tex	57ac1f37bee56fc5a6cc043fc5492f5f41b9470e8153e4a82bd6e2c699905966	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_07.tex	3b4b78865cda80bc17e8ebb46f5d7cd1803f8ad8db6de563ea4c2b057405d7da	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_08.tex	7a1785bf72490c7e694557e6a1e5e79e364c3692d665c4a4edfa53b9d6ac3a14	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_09.tex	8278a75606510452f663d673921c84050b3911ac18582eead49b552e4a514c0c	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_10.tex	734f41ef2b3cc84d36536050adc0e31a35e1045627a4cd88934b70a3e2e642a0	USED	books/vol06_algebraic_geometry/chapters/ch23_fiber_products/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_01.tex	0b7dfd5ba97c0e8e7aeec154ad8725e7821afe0deeb6906d6e7dff19d9d6d9f0	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_02.tex	03325bb7bcca52fc9975850eafdc690535a51eb6ae56ce14e043029b7204cf9c	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_03.tex	4b4244291f4d88b6e6537a548e4a37036c6950ced7bbe19fac512da46b41e86a	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_04.tex	b64c12252c4a00332dfdc2280b9b8ef3284636c856e028ded7d0fb70ec419a03	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_05.tex	9b32c06d61f75f22f7a008a5fc9e05dafcc948f9b82d997234c73c9e28b72bf3	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_06.tex	19c16d9a88b2e9de46cac871d70e44cfc66a00c6dd8c54c8575fa551bdf637f5	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_07.tex	3870abbb3b1857a124f73673780f01673a3eefff768d8d45a775e00485b77c62	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_08.tex	0fbd9c2b762529a3d45321499a818802b099b2325ae4335a40ca9b51ed1c672d	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_09.tex	e57d606c5a8f5351f18711c1f1a20f1010b5eaa570cdc7056b8afdae129edd04	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_10.tex	38e2acab2f69209db415d5465072a3975d127f995bf710d0c82e27bb84c58a76	USED	books/vol06_algebraic_geometry/chapters/ch24_base_change/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_01.tex	d1d5a93a5aadf22c10846b881ce14a801caf214efca5eb6d7837b824e6f45fc8	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_02.tex	bbe5e622ed3240f8a80759f84a2e55f8f3544ca3e17f4c3a42d365dceb7f25f1	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_03.tex	d7777a61d604613200b2e0757449da91cf4fa65929c691bbe5c5140d7a29632a	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_04.tex	30ba448149bf3abe688800fc87134eae38b547be6cbf0d32be9fdfcae8fdc031	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_05.tex	78d2b7e2372e5f09a02ebae418f853a2609db1c9ea4c3641c0e88f887935dab8	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_06.tex	002af7d4444b0b4194bd62a63d122450f17b2b0b7cbb2e62cb653a905f78b2e0	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_07.tex	6041324ffb4e78ddbadf2cf72b5937d6a3a41f4f9f9be84560fd79a00b2d2ce6	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_08.tex	c5f1dc2c3268726f3451dbf308c5a871325b82cf91adc73af587d596da25157b	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_09.tex	ced1040b0eb24b6695ea67da137d9f0251fd5977a8c08f28b1ef4a8e80135f7c	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_10.tex	0d610d18ba78a043d51be71ad5e56c435256567fde6fa84812987b8953eb0d1b	USED	books/vol06_algebraic_geometry/chapters/ch25_fibers_geometric_fibers/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_01.tex	311e6436b5a44818529d7bd17ff64ba5982ffe0886f21a5d0de09070155f7b00	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_02.tex	3c0c9554a6fad5ee9c6f77d164881e09d6678e1b000f24b1d63cc0329c05330b	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_03.tex	c1c9c3c645c3ea9fdf15267b606fd93609729245a0ae9fdbfeaf1d6bde2c9bcc	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_04.tex	df4d18d5165bf52c62d327ae44bff568afae3b5dce958a15dad98139283c5cb5	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_05.tex	08e7af05a7a8dff67494c846969acea830d6ab035b64126d96cde0f9c11cc51c	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_06.tex	94bafd98c09bde81ef22dc7ddd6f274a544d0393856e75f3410fd81006a47f9b	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_07.tex	7378992fbcd9eea387ad8476e61f0a1989947e6a93b3c985d2fcf2f7b3e2a0cf	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_08.tex	d9b6dd7269a0ab8ea31ba84e13ac2e0d3af491bc0a208c184deca9be978b79f8	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_09.tex	a2b0ea2bc5a35786c799ac425395d3987c5c9cd62d1a227cd032817f4d96c5ad	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_10.tex	6c68f37784ade32db7eeecaf978bfdf8ce04af54768f8edd85e5955ad1a81a04	USED	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_01.tex	5d9b89d0c613d9eb78858ec13239b1dadd6ccee2cf1ff02f916eabf2870f6e7a	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_02.tex	37852b468a043a61e45792de988bc58ebe90fe69ffa73197ffb0dcc09aa23e03	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_03.tex	786846324069ff6a47bed7e532f1a3cc9a54b6eaf1353d7172ca76379dbba0eb	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_04.tex	d79e6eb503fb641e9da3354e9e5aa14af4ea9094940ead57be6e68bbef0952ac	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_05.tex	145ae4e84f5f9ed7ab2e16c9bb5d3184999636d80e23da67ceb5924ffffe487b	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_06.tex	1c46af1b8d0110ff5cb02e148e38c23828f90ec28bd9e60484a9af4228564b47	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_07.tex	54a3a57a3e2873f4bb4f10a909735c76019330b103ba4fa3f95b64adb7c13aea	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_08.tex	3dd1aad0b5949ea9e36f6006e7f487f4c1685c699493b3364499f31e4c2f63d0	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_09.tex	f5a0b773c57125672dc06f7229b48d3b2a80fb79969a124544f8f3272e9a47c7	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_10.tex	1077825d5ca51c8327203a57cd608eb9089cd9592a78383c1b03f6439aa3f0a3	USED	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_01.tex	e0670c4308645ed80a6afa7aa130a03279fd727f468f9d6144a030d81edac63e	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_02.tex	3a1c7f1b83f6b84bb2e6e6f9632b5cb66abe63b6e6cbb250dbaf5c8fb3cef8ef	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_03.tex	8a1f03c3f911d83ebd6fe2de37471f03f1fdad97160e62bf300c02d1c39de9f9	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_04.tex	5a3597228cf7b7f41e168946d59640cdefde723bddbf9e11f132cf66614fefbe	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_05.tex	9a53e7dd1a440b3b1ca9f9fe04f327e4283a49e1a7e78362585e7b206373bcce	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_06.tex	0875de181183f0156343337f0dfd14a448bd6988ff4d27a75caba1ceb5889973	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_07.tex	545bdacf92eee5a958fc6f6b5efef3a99f5bdf1e9d128414af0b82df8c427114	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_08.tex	b930e9f089f34be3b2fb6045df6a2d9e3d30d44bba0a896356df56781aec3b0c	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_09.tex	367e0d208f3f9c98782babaca71cdf9890a4c7fc89e8b369bea8b75723b63aa4	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_10.tex	655a71b73601699c31b895eb4db3f271ae0eeed1d85ce556aefbe76be6650498	USED	books/vol06_algebraic_geometry/chapters/ch28_normalization/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_01.tex	610cd1312be6b673e858561df77527b6d537cecaf0a285ba603d0c4cf8f28093	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_02.tex	719f9fac12049ca59afbf99243609274ec5c4269fc036b625e195a1a23f745b8	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_03.tex	0c1cc238ab48f454f5f39ef6671fd6921e5cbab23117d186cec5364cd70e1ae4	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_04.tex	65a81fe53fe970cee6a04a1d024a1a5bf7f163c348c30d8826acece9afd945a0	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_05.tex	981fa4914b85eed537f6ab43b1027b3a3771da973080c164e1e924df953c953c	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_06.tex	bd10bb41a215c43f8f20437ba77480fee034eddead722d06b05a3fe3d9b7ece2	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_07.tex	8e77f3bf7d7bccd1f5d34daaeb5431f058044cd4844ebe83b16813ba81b2db6c	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_08.tex	86b2933af14ff95bb1d908bc848a02f4843a4155be607ffa9691907f54d53453	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_09.tex	1a0f128fc6e542968515651b626beb896770862f6c647ae606a07b9878a82b02	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_10.tex	4f3bedc937dd2223eae627c9d900d10dcfd87dc7bf6ded9d110fa45412f86f7b	USED	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_01.tex	3355bfa43f0f23877111244e340623b5cc0ae2dbebf25b110b1fc14643b9d520	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_02.tex	84909ed96bb6b9235bd2e25545493b63015467df1b214813d62dcb22f90eb024	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_03.tex	89e222c09f014a21fb2ea45fe70fabe7f0f35a9237c86e3b2c88e6f1d456cc71	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_03.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_04.tex	965e741f0b4bff07f8ed7d8cf9c5270904b01f12d348e329e961cb4c2beca109	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_04.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_05.tex	14676a4562f01e29e5b69f3b824250127c85bfecab462265c97b3f98d595e5e6	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_05.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_06.tex	b0e776c252644e88c4a474ed3363a25dd775f716c98d2da7f1765a581b0e6f04	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_06.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_07.tex	6890886585569024eb4a31786bf1b80697c71108c7ec9e3e77b84710a983b88f	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_07.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_08.tex	c44016677d5b812954c1dc60f7db19174d5dd9f0dbb25c0cddd9c9ecbb22f138	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_08.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_09.tex	dd5e1aa1146cec684513337cf6463be46ba984cc215f3b9cf0fbed32f7d79d2a	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_09.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_10.tex	909d8c1da93c5a442e429215565c9ae6d484c37cb844a66d4cd664e7b16fcac6	USED	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/figures/figure_10.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/figures/figure_01.tex	0c49e771f8c81130e3487fa5518352bfdbbc10bbe3a364ed979b2d25a51d7b0e	USED	books/vol06_algebraic_geometry/chapters/ch31_codimension/figures/figure_01.tex	reachable from the canonical volume TeX dependency graph	retain
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/figures/figure_02.tex	76be42814b5cdde67b4f672ccb8b50301b900876c42250b4461e9853b7813d84	USED	books/vol06_algebraic_geometry/chapters/ch31_codimension/figures/figure_02.tex	reachable from the canonical volume TeX dependency graph	retain
